Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Pablo,2000193992.0,16.0,13.0,13.0,13.17,12.5,1.0,13.5,12.0
Óscar Gil,67227188.0,1.75,13.88,16.0,13.08,2.0,1.0,4.0,3.0
Alejandro Francés,67281886.0,2.25,14.5,14.0,14.25,2.0,3.5,2.5,2.25
Arkadiusz Marciniak,2000232548.0,1.75,15.62,14.25,12.5,3.25,2.5,2.75,3.5
Alejandro Balde,67296654.0,2.5,13.75,14.0,12.75,2.5,3.0,2.0,2.75
Ismaïla Sarr,48042766.0,3.5,13.5,15.5,12.17,2.25,3.0,1.75,2.25
Francho,67278162.0,2.25,13.12,13.25,12.83,1.75,3.5,3.0,3.0
Dídac,2000437768.0,3.5,13.25,12.5,14.5,2.5,1.0,1.5,2.0
Ruben Vargas,98041215.0,1.75,13.38,14.0,12.42,3.0,2.0,2.5,3.25
Jorge Cañadas,2000511078.0,3.0,15.0,14.0,10.83,2.5,3.5,2.25,1.75
Fernando Silva,2000439540.0,2.25,15.38,17.5,12.92,2.75,3.0,1.75,4.25
Martín Merino,2000201919.0,14.5,10.62,4.75,12.0,9.25,12.5,14.0,9.5
Eric Kahl,93142833.0,2.25,13.88,14.5,12.92,3.75,2.0,2.0,2.25
Renato Adriano,2000411533.0,2.25,14.75,13.25,13.25,2.25,2.0,2.75,3.0
Luis Carbonell,95078291.0,1.25,13.25,13.5,11.33,2.25,2.0,2.5,2.75
Javi Mas,2000511079.0,2.25,13.75,13.25,13.5,2.25,3.0,2.25,3.0
Quique Clemente,67246261.0,2.25,13.12,14.25,13.67,3.25,2.5,3.25,3.5
Jesus Carrasco,2000439537.0,2.0,12.25,15.0,10.0,2.5,3.0,2.5,3.0
Malcom,19229435.0,2.25,13.5,15.0,12.33,3.0,2.5,2.5,2.25
Carles Aleñá,67213011.0,2.75,11.88,12.5,13.0,2.5,2.0,3.5,2.0
Marvin,67277459.0,4.5,11.75,15.0,9.67,3.25,3.5,2.0,1.5
Ander Imaz,2000439533.0,2.5,13.5,16.0,9.75,2.25,4.0,2.0,3.0
Francisco Jesús,2000511084.0,1.25,13.38,11.5,11.42,3.0,2.0,3.5,3.0
Vladimir Moldovan,2000570460.0,3.5,13.88,12.0,12.33,2.5,4.0,2.25,1.75
Jorge Tato,2000571897.0,2.25,13.75,16.5,11.42,2.75,2.0,2.0,2.75
