Player,UID,CD,BPD,NNCB,Lib
Pablo,2000193992.0,9.2,9.0,9.0,8.2
Óscar Gil,67227188.0,12.35,12.1,11.55,11.65
Alejandro Francés,67281886.0,13.65,13.5,13.55,13.15
Arkadiusz Marciniak,2000232548.0,14.4,13.7,14.65,11.55
Alejandro Balde,67296654.0,11.2,11.1,11.1,11.95
Ismaïla Sarr,48042766.0,9.15,9.35,9.25,10.35
Francho,67278162.0,12.75,12.85,12.6,13.75
Dídac,2000437768.0,12.1,11.8,12.0,12.1
Ruben Vargas,98041215.0,10.25,10.45,10.55,11.85
Jorge Cañadas,2000511078.0,10.15,11.1,10.05,11.25
Fernando Silva,2000439540.0,9.35,9.25,9.15,10.5
Martín Merino,2000201919.0,7.85,7.05,8.15,7.0
Eric Kahl,93142833.0,11.8,11.9,12.0,12.5
Renato Adriano,2000411533.0,11.65,12.55,11.2,13.85
Luis Carbonell,95078291.0,9.3,10.0,9.5,11.5
Javi Mas,2000511079.0,11.55,12.45,11.8,13.45
Quique Clemente,67246261.0,13.6,14.0,13.35,14.05
Jesus Carrasco,2000439537.0,7.9,8.0,7.4,8.7
Malcom,19229435.0,8.55,9.35,8.15,11.75
Carles Aleñá,67213011.0,9.85,10.6,9.65,12.0
Marvin,67277459.0,7.65,8.0,7.75,9.25
Ander Imaz,2000439533.0,6.7,7.9,6.4,9.05
Francisco Jesús,2000511084.0,11.85,12.3,12.25,11.95
Vladimir Moldovan,2000570460.0,12.2,12.85,11.45,12.95
Jorge Tato,2000571897.0,8.6,8.35,8.0,8.55
