Player,UID,FB,WB,IWB,CWB,NNFB
Pablo,2000193992.0,10.1,7.1,9.3,7.62,9.4
Óscar Gil,67227188.0,14.1,13.45,12.85,12.92,12.95
Alejandro Francés,67281886.0,14.5,13.2,13.9,12.92,14.15
Arkadiusz Marciniak,2000232548.0,14.0,12.1,12.85,11.19,14.35
Alejandro Balde,67296654.0,12.4,12.75,11.55,12.65,11.8
Ismaïla Sarr,48042766.0,10.75,11.25,10.35,11.58,10.35
Francho,67278162.0,14.05,12.95,13.85,12.96,13.6
Dídac,2000437768.0,11.9,11.4,12.0,12.08,12.4
Ruben Vargas,98041215.0,11.45,12.2,11.65,12.62,11.35
Jorge Cañadas,2000511078.0,11.2,11.4,11.4,12.15,10.45
Fernando Silva,2000439540.0,12.15,11.9,10.3,12.08,10.05
Martín Merino,2000201919.0,6.4,4.1,7.3,4.19,7.45
Eric Kahl,93142833.0,13.1,12.85,12.75,12.88,12.9
Renato Adriano,2000411533.0,13.1,11.0,13.85,12.04,12.0
Luis Carbonell,95078291.0,10.8,11.3,11.0,11.77,10.3
Javi Mas,2000511079.0,12.4,12.0,13.15,12.65,12.0
Quique Clemente,67246261.0,13.9,12.4,14.05,12.81,13.25
Jesus Carrasco,2000439537.0,9.4,10.1,8.6,10.46,7.8
Malcom,19229435.0,10.25,11.05,10.65,12.04,8.85
Carles Aleñá,67213011.0,10.5,10.35,11.6,11.69,10.15
Marvin,67277459.0,9.8,10.2,9.4,10.54,8.85
Ander Imaz,2000439533.0,10.0,11.45,9.35,11.73,8.0
Francisco Jesús,2000511084.0,11.9,10.65,11.75,11.08,12.05
Vladimir Moldovan,2000570460.0,12.7,11.75,13.0,12.54,11.65
Jorge Tato,2000571897.0,11.1,11.05,9.15,10.81,8.8
