Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC
Pablo,2000193992,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Óscar Gil,67227188,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Alejandro Francés,67281886,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Arkadiusz Marciniak,2000232548,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alejandro Balde,67296654,0,0,0,1,0,0,1,1,0,1,0,0,1,0
Ismaïla Sarr,48042766,0,0,0,0,0,0,0,1,0,0,1,0,1,1
Francho,67278162,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Dídac,2000437768,0,0,0,0,0,1,0,0,1,0,0,1,0,1
Ruben Vargas,98041215,0,0,0,0,0,0,0,1,0,1,1,0,1,0
Jorge Cañadas,2000511078,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Fernando Silva,2000439540,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Martín Merino,2000201919,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Kahl,93142833,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Renato Adriano,2000411533,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Luis Carbonell,95078291,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Javi Mas,2000511079,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Quique Clemente,67246261,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jesus Carrasco,2000439537,0,0,0,0,0,0,0,0,0,1,0,1,1,1
Malcom,19229435,0,0,0,0,0,0,0,1,0,1,1,1,1,0
Carles Aleñá,67213011,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Marvin,67277459,0,1,0,0,1,0,0,1,0,1,1,0,0,0
Ander Imaz,2000439533,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Francisco Jesús,2000511084,0,1,1,1,1,1,0,0,0,0,0,0,0,0
Vladimir Moldovan,2000570460,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Jorge Tato,2000571897,0,0,0,0,0,0,0,0,0,0,1,0,0,1
