Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Pablo,2000193992.0,16.0,11.0,1.0,10.5,7.5,10.0,7.0,14.5,10.5,5.0,10.5,11.0,10.2,8.0,14.0,13.67,3.0,10.0,12.0,4.0,1.0
Óscar Gil,67227188.0,9.0,11.67,8.0,12.0,10.0,12.17,10.67,13.75,12.0,7.5,11.25,13.0,12.1,12.67,14.38,12.83,12.0,10.25,12.75,6.17,13.0
Alejandro Francés,67281886.0,12.0,12.5,13.0,13.75,12.0,13.67,11.67,13.5,13.75,11.25,14.5,13.38,12.8,13.5,14.25,13.83,10.5,12.5,13.75,10.17,15.0
Arkadiusz Marciniak,2000232548.0,17.0,13.17,12.0,13.75,7.5,12.33,7.17,13.25,13.75,7.0,13.25,11.5,12.2,13.83,14.75,14.0,7.5,7.5,15.25,4.67,16.0
Alejandro Balde,67296654.0,8.0,11.5,10.0,10.0,12.75,14.0,12.83,12.0,10.0,14.5,10.5,12.25,12.4,10.33,14.88,12.83,14.5,13.0,12.5,11.67,11.0
Ismaïla Sarr,48042766.0,8.0,11.0,7.0,10.0,13.0,13.0,12.33,10.5,10.0,13.0,12.0,12.75,11.8,9.0,15.0,11.33,13.0,12.5,13.0,13.67,3.5
Francho,67278162.0,8.5,14.17,10.5,12.5,13.0,13.67,11.0,14.25,12.5,13.0,14.5,11.0,13.7,13.17,12.75,14.5,15.0,13.0,12.25,11.83,12.0
Dídac,2000437768.0,10.0,12.33,15.0,11.0,15.5,15.0,10.67,14.0,11.0,15.5,12.5,14.0,13.6,10.67,12.0,14.0,14.0,14.0,12.0,12.67,8.0
Ruben Vargas,98041215.0,8.0,12.83,11.0,10.5,14.5,13.17,13.67,12.0,10.5,13.5,11.5,14.5,13.1,9.33,14.88,12.17,15.0,13.5,12.0,13.0,10.0
Jorge Cañadas,2000511078.0,14.0,11.5,13.0,10.0,16.5,15.0,12.0,11.0,10.0,14.75,12.0,10.5,13.0,9.83,15.25,12.17,13.5,13.5,15.25,13.33,3.0
Fernando Silva,2000439540.0,9.0,14.5,11.0,8.5,15.75,16.67,10.83,15.5,8.5,14.5,10.0,12.25,15.4,7.33,18.0,15.83,15.5,11.0,13.5,13.33,4.5
Martín Merino,2000201919.0,15.5,9.5,1.5,8.0,3.75,9.67,4.33,10.0,8.0,3.5,10.5,9.25,9.4,6.5,10.12,10.17,2.0,5.5,10.0,3.33,2.5
Eric Kahl,93142833.0,13.0,11.67,7.0,13.0,13.25,12.33,12.83,12.5,13.0,12.75,13.25,13.0,11.8,12.67,14.25,12.67,12.0,13.5,13.0,10.0,11.0
Renato Adriano,2000411533.0,12.0,15.5,8.0,12.75,15.25,12.0,12.0,13.75,12.75,9.5,13.25,11.62,13.4,12.5,14.5,14.33,12.5,15.75,14.5,10.83,12.0
Luis Carbonell,95078291.0,7.0,12.67,8.0,12.75,14.0,13.83,12.0,11.75,12.75,14.5,12.75,11.38,13.3,10.83,14.0,12.17,14.0,13.0,12.5,12.67,7.0
Javi Mas,2000511079.0,11.0,14.5,11.0,13.25,15.75,16.0,12.0,12.75,13.25,14.5,13.75,13.25,15.2,13.17,14.25,13.67,12.5,13.75,13.5,10.67,10.0
Quique Clemente,67246261.0,12.0,14.83,12.0,16.25,14.0,13.33,12.5,13.25,16.25,12.5,16.75,11.75,13.8,15.17,14.0,14.0,9.5,14.0,12.75,8.0,14.0
Jesus Carrasco,2000439537.0,11.0,12.0,8.0,8.0,12.5,10.67,10.67,12.5,8.0,13.0,8.5,10.0,11.8,6.0,14.0,11.33,12.0,11.0,10.5,8.33,5.0
Malcom,19229435.0,7.0,14.0,8.0,10.0,16.0,15.33,15.0,12.0,10.0,16.0,12.0,10.25,14.6,7.83,15.5,13.0,16.0,15.5,12.5,14.0,3.0
Carles Aleñá,67213011.0,11.0,13.83,7.0,12.5,15.75,14.0,15.17,12.75,12.5,13.5,13.75,12.62,14.2,9.67,12.5,12.67,11.5,16.25,12.75,13.17,6.0
Marvin,67277459.0,7.0,10.17,5.0,8.5,12.0,11.67,11.67,9.0,8.5,13.25,10.5,9.75,11.0,6.83,14.0,9.5,8.5,12.0,10.25,11.5,6.0
Ander Imaz,2000439533.0,5.0,9.17,7.0,6.5,12.75,12.0,11.83,10.5,6.5,14.0,8.0,10.25,10.8,6.33,15.62,10.17,13.5,12.0,10.5,9.0,2.0
Francisco Jesús,2000511084.0,13.0,11.33,9.0,12.5,13.0,11.83,11.33,12.75,12.5,11.5,12.75,10.25,11.3,12.0,13.12,12.83,8.0,12.75,14.75,9.17,14.0
Vladimir Moldovan,2000570460.0,15.0,13.33,11.0,11.5,15.75,13.83,12.17,15.0,11.5,12.75,12.0,10.12,13.7,11.0,13.5,14.33,13.0,14.25,14.5,13.0,11.5
Jorge Tato,2000571897.0,14.0,11.5,7.0,9.5,10.5,9.83,9.17,13.5,9.5,10.5,10.25,12.12,10.8,8.17,16.25,12.33,13.0,9.5,13.5,10.33,4.5
