Player,UID,AF,CF,DLF,F9,P,PF,TM
Pablo,2000193992.0,9.6,7.4,10.1,8.7,9.6,9.6,9.1
Óscar Gil,67227188.0,11.9,10.85,11.35,10.7,11.9,12.85,11.2
Alejandro Francés,67281886.0,12.65,11.95,12.7,12.1,12.65,12.65,11.9
Arkadiusz Marciniak,2000232548.0,12.35,10.15,11.6,10.1,12.35,12.65,11.85
Alejandro Balde,67296654.0,13.25,11.6,12.1,12.8,13.25,12.3,11.4
Ismaïla Sarr,48042766.0,13.9,12.1,12.6,12.6,13.9,12.8,11.5
Francho,67278162.0,13.1,12.9,13.3,12.75,13.1,13.55,12.35
Dídac,2000437768.0,13.1,13.2,13.5,12.8,13.1,12.8,12.6
Ruben Vargas,98041215.0,13.7,13.15,13.25,13.65,13.7,13.15,12.25
Jorge Cañadas,2000511078.0,14.4,13.7,14.0,13.7,14.4,12.9,13.55
Fernando Silva,2000439540.0,15.7,12.7,13.3,13.7,15.7,14.9,13.1
Martín Merino,2000201919.0,7.1,5.15,8.25,7.55,7.1,5.0,6.45
Eric Kahl,93142833.0,12.75,11.4,12.9,12.65,12.75,12.4,11.2
Renato Adriano,2000411533.0,12.75,13.2,14.85,13.0,12.75,12.6,13.0
Luis Carbonell,95078291.0,13.85,12.5,13.4,13.15,13.85,12.6,11.7
Javi Mas,2000511079.0,13.65,12.9,14.45,14.1,13.65,12.4,12.7
Quique Clemente,67246261.0,12.55,12.35,13.8,12.8,12.55,11.95,12.15
Jesus Carrasco,2000439537.0,12.0,10.5,11.2,11.4,12.0,11.4,10.4
Malcom,19229435.0,14.4,13.2,14.4,15.0,14.4,12.2,12.2
Carles Aleñá,67213011.0,12.5,13.05,14.2,14.0,12.5,11.95,12.6
Marvin,67277459.0,12.15,10.15,10.7,11.2,12.15,10.85,9.2
Ander Imaz,2000439533.0,13.15,10.9,11.0,12.0,13.15,11.7,10.0
Francisco Jesús,2000511084.0,11.3,10.65,12.35,11.6,11.3,11.15,11.5
Vladimir Moldovan,2000570460.0,12.65,13.15,13.75,13.35,12.65,12.45,13.85
Jorge Tato,2000571897.0,13.9,10.6,11.35,11.1,13.9,13.2,11.95
