Player,UID,DM,AM,BWM,HB,SV,RGA
Pablo,2000193992.0,10.2,9.7,9.7,10.3,9.2,9.6
Óscar Gil,67227188.0,13.6,13.95,13.95,13.1,13.1,11.5
Alejandro Francés,67281886.0,14.5,14.2,14.2,14.05,14.05,13.0
Arkadiusz Marciniak,2000232548.0,14.15,14.1,14.1,14.25,13.1,10.7
Alejandro Balde,67296654.0,11.95,11.85,11.85,11.85,11.6,12.5
Ismaïla Sarr,48042766.0,10.05,9.75,9.75,10.55,10.55,11.9
Francho,67278162.0,14.1,14.15,14.15,13.6,13.8,13.7
Dídac,2000437768.0,12.3,11.9,11.9,12.6,12.2,13.4
Ruben Vargas,98041215.0,10.85,10.85,10.85,11.85,11.55,12.85
Jorge Cañadas,2000511078.0,10.9,10.5,10.5,10.4,11.65,13.05
Fernando Silva,2000439540.0,11.0,11.2,11.2,11.2,10.35,12.9
Martín Merino,2000201919.0,7.5,6.3,6.3,7.5,6.55,8.25
Eric Kahl,93142833.0,12.85,12.45,12.45,12.75,12.9,12.6
Renato Adriano,2000411533.0,13.0,13.05,13.05,12.2,13.6,13.5
Luis Carbonell,95078291.0,10.55,10.4,10.4,10.7,11.15,12.95
Javi Mas,2000511079.0,12.2,12.05,12.05,11.9,13.1,14.4
Quique Clemente,67246261.0,13.65,13.8,13.8,13.35,14.3,13.8
Jesus Carrasco,2000439537.0,8.6,8.9,8.9,9.0,8.4,10.3
Malcom,19229435.0,9.55,9.35,9.35,9.6,10.35,14.2
Carles Aleñá,67213011.0,10.35,10.4,10.4,11.05,11.55,13.95
Marvin,67277459.0,8.7,8.5,8.5,9.3,9.25,10.75
Ander Imaz,2000439533.0,8.95,8.75,8.75,8.35,9.3,10.9
Francisco Jesús,2000511084.0,12.3,12.05,12.05,12.1,12.0,11.7
Vladimir Moldovan,2000570460.0,12.95,13.05,13.05,12.2,12.95,13.65
Jorge Tato,2000571897.0,9.85,10.25,10.25,9.8,9.55,9.5
