Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Pablo,2000193992.0,9.3,9.3,9.3,9.3,8.1,8.1,8.6,8.6,8.17,8.17
Óscar Gil,67227188.0,11.6,11.6,11.6,11.6,13.4,13.4,11.2,11.2,12.58,12.58
Alejandro Francés,67281886.0,12.75,12.75,12.75,12.75,12.7,12.7,12.3,12.3,12.67,12.67
Arkadiusz Marciniak,2000232548.0,10.65,10.65,10.65,10.65,11.2,11.2,9.95,9.95,11.75,11.75
Alejandro Balde,67296654.0,12.65,12.65,12.65,12.65,13.5,13.5,12.6,12.6,12.75,12.75
Ismaïla Sarr,48042766.0,12.6,12.6,12.6,12.6,13.2,13.2,12.9,12.9,12.25,12.25
Francho,67278162.0,13.8,13.8,13.8,13.8,12.85,12.85,13.45,13.45,12.29,12.29
Dídac,2000437768.0,14.2,14.2,14.2,14.2,12.5,12.5,14.1,14.1,12.5,12.5
Ruben Vargas,98041215.0,13.55,13.55,13.55,13.55,13.8,13.8,13.35,13.35,13.08,13.08
Jorge Cañadas,2000511078.0,14.05,14.05,14.05,14.05,14.0,14.0,14.25,14.25,13.92,13.92
Fernando Silva,2000439540.0,13.75,13.75,13.75,13.75,15.7,15.7,14.0,14.0,14.75,14.75
Martín Merino,2000201919.0,6.8,6.8,6.8,6.8,4.75,4.75,5.65,5.65,5.38,5.38
Eric Kahl,93142833.0,13.0,13.0,13.0,13.0,12.65,12.65,12.45,12.45,12.21,12.21
Renato Adriano,2000411533.0,13.65,13.65,13.65,13.65,11.3,11.3,12.75,12.75,11.08,11.08
Luis Carbonell,95078291.0,13.15,13.15,13.15,13.15,12.9,12.9,13.05,13.05,12.0,12.0
Javi Mas,2000511079.0,14.05,14.05,14.05,14.05,13.3,13.3,13.25,13.25,12.92,12.92
Quique Clemente,67246261.0,12.95,12.95,12.95,12.95,12.0,12.0,11.85,11.85,12.0,12.0
Jesus Carrasco,2000439537.0,11.7,11.7,11.7,11.7,12.5,12.5,11.0,11.0,12.0,12.0
Malcom,19229435.0,14.3,14.3,14.3,14.3,14.1,14.1,13.8,13.8,13.0,13.0
Carles Aleñá,67213011.0,13.55,13.55,13.55,13.55,12.85,12.85,13.2,13.2,12.21,12.21
Marvin,67277459.0,11.25,11.25,11.25,11.25,12.0,12.0,11.1,11.1,11.0,11.0
Ander Imaz,2000439533.0,12.55,12.55,12.55,12.55,13.7,13.7,12.5,12.5,12.42,12.42
Francisco Jesús,2000511084.0,11.1,11.1,11.1,11.1,10.5,10.5,10.9,10.9,10.58,10.58
Vladimir Moldovan,2000570460.0,13.65,13.65,13.65,13.65,13.05,13.05,13.6,13.6,13.04,13.04
Jorge Tato,2000571897.0,11.35,11.35,11.35,11.35,13.6,13.6,11.75,11.75,13.08,13.08
