Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Ibrahima Thiam,2000325354.0,11.15,10.15,12.5,10.75,11.0,10.3,10.3,10.9
Stole Dimitrievski,47022611.0,12.45,10.4,9.65,10.55,11.35,9.55,9.4,10.4
Alfonso Pedraza,67212046.0,13.2,13.6,13.55,13.85,13.25,13.15,13.25,13.65
Gaetano Giannusa,2000434798.0,14.0,12.6,11.5,13.5,14.0,12.8,13.3,12.4
Thomas Perotta,2000342207.0,9.65,9.75,8.85,11.0,10.75,11.5,12.2,9.8
Abdelghafour Rahimi,2000325289.0,10.1,10.5,8.65,11.0,10.55,10.65,12.1,9.75
Nicola Brambilla,2000323520.0,10.55,10.15,8.7,10.85,10.2,11.55,11.05,9.15
Elías Cabrera,14222117.0,13.25,12.5,10.7,12.75,12.9,13.2,13.85,12.6
Tomas Kral,2000197839.0,9.5,8.85,7.35,9.8,9.15,11.5,12.25,7.95
Andrea Formisano,2000191459.0,11.4,11.95,12.1,12.8,12.5,12.7,13.3,12.3
Adriano Lisboa,2000189589.0,13.7,12.55,11.55,13.15,13.6,12.7,12.85,12.55
Gonçalo Guedes,55041710.0,11.8,12.4,10.6,11.8,11.8,12.8,12.6,10.7
Calvin Stengs,37059574.0,13.3,13.3,10.65,13.2,13.4,14.4,14.6,11.65
Joachim Andersen,27069975.0,13.8,12.95,13.75,13.45,13.6,12.7,12.75,13.95
Marcão,19190440.0,14.6,13.4,13.9,13.5,14.1,12.9,13.2,13.9
Marco Carnesecchi,43298002.0,12.2,10.6,12.4,12.0,12.55,10.25,10.45,12.1
Nicolò Rovella,43372892.0,13.6,13.2,12.8,13.4,13.7,13.0,13.6,13.4
Giovanni Groppi,2000507381.0,11.9,11.05,12.65,11.35,11.45,11.1,11.15,12.6
Nicola Improta,2000507382.0,11.7,10.65,12.45,12.0,12.05,10.75,11.3,12.5
Gerónimo Pezzella,2000285534.0,10.7,10.2,10.7,12.5,12.35,11.9,12.95,11.1
Walter Zampina,2000507379.0,11.15,11.1,11.1,12.2,12.3,11.55,11.8,11.15
Pino Birettoni,2000191463.0,12.05,12.5,11.1,13.2,12.75,13.25,14.15,11.85
Nelson Niz,2000272945.0,12.7,13.1,10.8,13.3,13.15,14.3,14.6,11.9
Danilo Catalano,2000626665.0,12.3,11.6,13.05,13.35,13.3,11.2,11.6,14.2
Krystian Palacz,96159314.0,11.5,11.75,10.65,12.15,11.7,11.9,12.35,11.85
Daniele Venturelli,2000434795.0,11.65,11.05,10.6,11.95,12.1,12.75,12.85,10.75
Stefano Ollanu,2000434791.0,12.85,11.5,12.35,13.0,13.25,11.75,12.6,12.9
Álvaro Odriozola,67199408.0,13.35,13.55,13.25,14.0,13.75,13.1,13.25,13.7
Gaetano Castrovilli,43206176.0,14.05,13.55,13.1,14.25,14.25,14.25,14.65,13.45
Ben Wilmot,29174249.0,13.3,12.1,14.75,13.35,13.55,11.75,12.45,14.15
Marcus Edwards,28106878.0,14.4,14.5,9.6,14.0,13.95,16.05,16.0,12.1
Pino Torrini,2000567624.0,11.4,10.95,11.25,12.25,12.15,12.7,12.15,11.7
Pietro Bruni,2000507380.0,14.0,13.3,12.5,14.2,14.3,14.0,14.4,13.5
Mario Staiano,2000328467.0,12.4,11.7,12.05,12.5,12.65,12.15,12.0,12.55
Giambattista Auletta,2000323518.0,13.55,13.65,11.05,13.7,13.4,14.7,15.4,12.25
Miłosz Jaskuła,2000018698.0,9.05,7.65,9.3,7.65,8.5,7.45,7.55,8.5
