Player,UID,Position
Ibrahima Thiam,2000325354,D (RLC)
Stole Dimitrievski,47022611,GK
Alfonso Pedraza,67212046,D/WB/M/AM (L)
Gaetano Giannusa,2000434798,M/AM (C)
Thomas Perotta,2000342207,ST (C)
Abdelghafour Rahimi,2000325289,"DM, M/AM (C)"
Nicola Brambilla,2000323520,ST (C)
Elías Cabrera,14222117,"M (C), AM (LC)"
Tomas Kral,2000197839,"AM (R), ST (C)"
Andrea Formisano,2000191459,"M (LC), AM (L)"
Adriano Lisboa,2000189589,"M (RC), AM (C)"
Gonçalo Guedes,55041710,"M (RL), AM (RLC), ST (C)"
Calvin Stengs,37059574,"M (RC), AM (RLC)"
Joachim Andersen,27069975,D (C)
Marcão,19190440,"D (C), DM"
Marco Carnesecchi,43298002,GK
Nicolò Rovella,43372892,"DM, M (C)"
Giovanni Groppi,2000507381,"D (RC), DM"
Nicola Improta,2000507382,"D (LC), WB (L)"
Gerónimo Pezzella,2000285534,"AM (RC), ST (C)"
Walter Zampina,2000507379,"M/AM (L), ST (C)"
Pino Birettoni,2000191463,"AM (R), ST (C)"
Nelson Niz,2000272945,"AM (LC), ST (C)"
Danilo Catalano,2000626665,D (LC)
Krystian Palacz,96159314,D/WB/M/AM (L)
Daniele Venturelli,2000434795,"AM (RC), ST (C)"
Stefano Ollanu,2000434791,D (R)
Álvaro Odriozola,67199408,D/WB (R)
Gaetano Castrovilli,43206176,"M (C), AM (RC)"
Ben Wilmot,29174249,"D (LC), DM"
Marcus Edwards,28106878,"M (RC), AM (RLC)"
Pino Torrini,2000567624,"M (LC), AM (L)"
Pietro Bruni,2000507380,M (C)
Mario Staiano,2000328467,"DM, M/AM (C)"
Giambattista Auletta,2000323518,"AM (R), ST (C)"
Miłosz Jaskuła,2000018698,GK
