Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Ibrahima Thiam,2000325354.0,1.5,12.62,12.25,12.25,2.25,2.0,3.25,3.0
Stole Dimitrievski,47022611.0,15.0,7.38,3.75,12.25,13.5,5.0,14.0,15.0
Alfonso Pedraza,67212046.0,3.0,12.75,13.25,13.92,2.5,4.0,2.0,2.0
Gaetano Giannusa,2000434798.0,2.0,11.75,12.0,11.17,2.5,3.0,1.0,1.5
Thomas Perotta,2000342207.0,2.0,13.62,14.5,10.0,3.25,4.5,2.5,2.75
Abdelghafour Rahimi,2000325289.0,2.75,11.88,13.5,9.67,2.0,1.5,3.75,2.0
Nicola Brambilla,2000323520.0,2.75,9.38,9.5,9.75,3.5,1.5,2.25,3.0
Elías Cabrera,14222117.0,2.5,10.5,14.0,12.92,2.25,3.0,3.0,3.0
Tomas Kral,2000197839.0,2.5,12.25,15.0,9.08,1.75,3.0,2.75,4.0
Andrea Formisano,2000191459.0,3.5,14.25,15.5,12.42,2.25,3.0,2.0,3.0
Adriano Lisboa,2000189589.0,2.5,12.5,11.5,12.67,2.5,2.5,2.75,2.25
Gonçalo Guedes,55041710.0,1.75,11.75,12.5,11.5,2.0,3.5,1.5,1.75
Calvin Stengs,37059574.0,2.0,13.5,14.0,12.33,2.0,4.0,2.25,1.75
Joachim Andersen,27069975.0,2.75,14.12,12.25,13.92,3.75,1.5,3.0,2.25
Marcão,19190440.0,2.0,12.25,11.0,14.17,2.75,1.0,2.5,2.25
Marco Carnesecchi,43298002.0,15.0,15.0,11.5,13.5,14.75,13.0,14.5,13.0
Nicolò Rovella,43372892.0,2.0,14.0,13.0,12.83,3.5,2.5,2.0,2.0
Giovanni Groppi,2000507381.0,2.5,13.0,16.0,13.75,2.5,1.0,3.0,3.25
Nicola Improta,2000507382.0,2.25,13.88,12.5,12.67,2.5,4.5,3.25,1.25
Gerónimo Pezzella,2000285534.0,2.25,16.5,17.0,11.58,3.25,2.0,2.5,1.75
Walter Zampina,2000507379.0,2.75,14.25,12.5,11.58,1.5,2.0,2.0,2.25
Pino Birettoni,2000191463.0,3.0,16.5,14.5,11.58,2.75,2.0,1.75,2.75
Nelson Niz,2000272945.0,1.25,13.62,14.5,12.75,2.5,1.5,3.0,2.25
Danilo Catalano,2000626665.0,2.5,12.62,14.5,14.25,2.25,2.5,3.0,3.0
Krystian Palacz,96159314.0,3.5,13.88,15.25,11.75,2.25,2.5,2.25,2.25
Daniele Venturelli,2000434795.0,1.25,13.88,12.5,10.08,2.25,1.0,4.5,2.25
Stefano Ollanu,2000434791.0,2.75,13.12,12.0,14.58,3.0,2.0,2.75,1.75
Álvaro Odriozola,67199408.0,2.5,12.0,12.5,13.92,1.75,3.5,1.75,1.25
Gaetano Castrovilli,43206176.0,2.5,13.25,13.5,13.25,1.75,3.0,2.5,2.0
Ben Wilmot,29174249.0,2.25,14.0,12.25,14.75,2.5,4.0,2.25,2.5
Marcus Edwards,28106878.0,2.5,13.38,16.0,12.42,2.25,3.5,2.25,2.25
Pino Torrini,2000567624.0,1.5,13.25,14.5,12.0,2.25,1.5,3.5,3.0
Pietro Bruni,2000507380.0,1.5,13.75,12.5,12.83,3.0,1.0,3.5,4.0
Mario Staiano,2000328467.0,2.5,13.12,14.0,12.0,2.75,2.5,3.0,2.0
Giambattista Auletta,2000323518.0,3.0,16.75,16.5,12.25,1.75,1.5,2.75,2.25
Miłosz Jaskuła,2000018698.0,13.5,9.88,13.5,11.08,9.5,18.0,13.5,10.5
