Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Ibrahima Thiam,2000325354.0,10.15,10.15,10.15,10.15,9.75,9.75,9.65,9.65,10.12,10.12
Stole Dimitrievski,47022611.0,9.6,9.6,9.6,9.6,5.45,5.45,8.8,8.8,5.54,5.54
Alfonso Pedraza,67212046.0,13.4,13.4,13.4,13.4,13.45,13.45,13.45,13.45,13.12,13.12
Gaetano Giannusa,2000434798.0,14.0,14.0,14.0,14.0,12.0,12.0,13.1,13.1,11.25,11.25
Thomas Perotta,2000342207.0,11.95,11.95,11.95,11.95,11.95,11.95,12.3,12.3,11.71,11.71
Abdelghafour Rahimi,2000325289.0,11.2,11.2,11.2,11.2,12.25,12.25,11.6,11.6,11.21,11.21
Nicola Brambilla,2000323520.0,11.0,11.0,11.0,11.0,10.3,10.3,11.8,11.8,10.25,10.25
Elías Cabrera,14222117.0,13.2,13.2,13.2,13.2,13.25,13.25,12.9,12.9,12.21,12.21
Tomas Kral,2000197839.0,11.3,11.3,11.3,11.3,11.95,11.95,11.7,11.7,11.04,11.04
Andrea Formisano,2000191459.0,13.25,13.25,13.25,13.25,13.6,13.6,12.7,12.7,13.08,13.08
Adriano Lisboa,2000189589.0,12.75,12.75,12.75,12.75,11.55,11.55,12.3,12.3,11.21,11.21
Gonçalo Guedes,55041710.0,12.5,12.5,12.5,12.5,12.4,12.4,12.4,12.4,11.67,11.67
Calvin Stengs,37059574.0,14.3,14.3,14.3,14.3,13.8,13.8,13.7,13.7,13.25,13.25
Joachim Andersen,27069975.0,12.65,12.65,12.65,12.65,11.4,11.4,12.2,12.2,11.75,11.75
Marcão,19190440.0,13.3,13.3,13.3,13.3,11.2,11.2,12.4,12.4,11.58,11.58
Marco Carnesecchi,43298002.0,10.35,10.35,10.35,10.35,9.6,9.6,9.5,9.5,9.75,9.75
Nicolò Rovella,43372892.0,13.6,13.6,13.6,13.6,12.7,12.7,12.9,12.9,11.92,11.92
Giovanni Groppi,2000507381.0,10.75,10.75,10.75,10.75,10.5,10.5,10.75,10.75,10.75,10.75
Nicola Improta,2000507382.0,11.7,11.7,11.7,11.7,11.8,11.8,11.75,11.75,11.71,11.71
Gerónimo Pezzella,2000285534.0,12.9,12.9,12.9,12.9,14.65,14.65,12.65,12.65,13.62,13.62
Walter Zampina,2000507379.0,12.4,12.4,12.4,12.4,12.8,12.8,12.6,12.6,13.0,13.0
Pino Birettoni,2000191463.0,13.9,13.9,13.9,13.9,13.5,13.5,14.35,14.35,13.83,13.83
Nelson Niz,2000272945.0,14.05,14.05,14.05,14.05,13.8,13.8,13.7,13.7,13.67,13.67
Danilo Catalano,2000626665.0,12.15,12.15,12.15,12.15,12.65,12.65,11.85,11.85,12.62,12.62
Krystian Palacz,96159314.0,12.05,12.05,12.05,12.05,12.6,12.6,12.1,12.1,12.25,12.25
Daniele Venturelli,2000434795.0,12.6,12.6,12.6,12.6,12.9,12.9,11.7,11.7,12.67,12.67
Stefano Ollanu,2000434791.0,12.7,12.7,12.7,12.7,11.65,11.65,12.65,12.65,11.54,11.54
Álvaro Odriozola,67199408.0,13.85,13.85,13.85,13.85,13.5,13.5,13.6,13.6,12.5,12.5
Gaetano Castrovilli,43206176.0,14.75,14.75,14.75,14.75,14.1,14.1,14.55,14.55,13.75,13.75
Ben Wilmot,29174249.0,12.9,12.9,12.9,12.9,11.85,11.85,12.55,12.55,12.21,12.21
Marcus Edwards,28106878.0,15.1,15.1,15.1,15.1,14.65,14.65,14.85,14.85,13.29,13.29
Pino Torrini,2000567624.0,12.25,12.25,12.25,12.25,12.9,12.9,11.85,11.85,12.25,12.25
Pietro Bruni,2000507380.0,14.2,14.2,14.2,14.2,12.8,12.8,13.5,13.5,12.33,12.33
Mario Staiano,2000328467.0,12.2,12.2,12.2,12.2,12.05,12.05,12.1,12.1,12.04,12.04
Giambattista Auletta,2000323518.0,14.3,14.3,14.3,14.3,15.2,15.2,14.3,14.3,14.83,14.83
Miłosz Jaskuła,2000018698.0,6.9,6.9,6.9,6.9,6.95,6.95,6.05,6.05,7.08,7.08
