Player,UID,CD,BPD,NNCB,Lib
Ibrahima Thiam,2000325354.0,12.25,11.45,12.65,10.7
Stole Dimitrievski,47022611.0,8.25,8.55,8.45,9.3
Alfonso Pedraza,67212046.0,12.8,12.75,12.9,13.4
Gaetano Giannusa,2000434798.0,9.8,10.0,9.4,12.1
Thomas Perotta,2000342207.0,7.6,8.6,7.95,8.95
Abdelghafour Rahimi,2000325289.0,7.2,8.25,7.2,9.5
Nicola Brambilla,2000323520.0,8.5,8.75,8.1,9.0
Elías Cabrera,14222117.0,10.05,10.15,9.0,12.3
Tomas Kral,2000197839.0,6.1,6.9,6.35,8.15
Andrea Formisano,2000191459.0,10.85,11.1,11.05,11.4
Adriano Lisboa,2000189589.0,9.95,10.6,10.25,11.4
Gonçalo Guedes,55041710.0,9.45,9.75,9.75,11.25
Calvin Stengs,37059574.0,9.65,10.45,9.45,11.85
Joachim Andersen,27069975.0,13.8,14.05,14.0,13.65
Marcão,19190440.0,13.9,14.0,14.1,13.9
Marco Carnesecchi,43298002.0,10.85,10.45,10.55,9.4
Nicolò Rovella,43372892.0,11.5,12.0,11.6,13.4
Giovanni Groppi,2000507381.0,13.05,12.9,12.95,11.7
Nicola Improta,2000507382.0,11.95,11.45,11.75,11.1
Gerónimo Pezzella,2000285534.0,8.4,8.45,7.9,9.1
Walter Zampina,2000507379.0,10.7,11.0,10.35,9.9
Pino Birettoni,2000191463.0,10.4,11.6,10.9,11.0
Nelson Niz,2000272945.0,10.4,10.9,9.8,11.65
Danilo Catalano,2000626665.0,12.95,12.65,11.9,11.7
Krystian Palacz,96159314.0,10.6,11.15,10.5,11.55
Daniele Venturelli,2000434795.0,9.0,9.65,9.4,10.0
Stefano Ollanu,2000434791.0,11.8,11.1,11.1,11.2
Álvaro Odriozola,67199408.0,11.75,11.6,11.65,13.25
Gaetano Castrovilli,43206176.0,12.1,12.4,12.2,13.5
Ben Wilmot,29174249.0,14.5,13.95,14.5,13.2
Marcus Edwards,28106878.0,8.1,9.35,7.8,12.2
Pino Torrini,2000567624.0,9.75,9.9,9.35,10.2
Pietro Bruni,2000507380.0,11.5,12.2,11.2,13.3
Mario Staiano,2000328467.0,11.75,12.0,11.35,11.75
Giambattista Auletta,2000323518.0,11.1,11.9,10.6,12.5
Miłosz Jaskuła,2000018698.0,8.3,7.6,8.6,6.55
