Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Ibrahima Thiam,2000325354.0,14.0,11.33,10.0,12.0,11.0,9.83,9.17,10.25,12.0,9.0,11.25,13.75,10.1,11.67,12.25,11.17,8.0,10.5,13.25,7.83,11.0
Stole Dimitrievski,47022611.0,10.5,9.67,1.5,13.5,11.25,9.0,10.33,10.5,13.5,7.5,12.75,13.0,9.0,9.83,6.12,10.67,2.5,14.5,9.5,6.83,2.0
Alfonso Pedraza,67212046.0,11.0,13.17,12.0,12.0,13.25,14.0,12.67,13.5,12.0,12.5,13.5,13.5,13.2,12.0,13.25,14.17,16.5,12.75,12.0,12.33,12.0
Gaetano Giannusa,2000434798.0,6.0,14.67,9.0,10.5,15.0,11.67,13.0,14.5,10.5,15.0,11.5,10.25,13.4,9.67,11.5,13.67,12.0,16.0,11.5,12.33,8.0
Thomas Perotta,2000342207.0,13.0,9.67,8.0,8.5,13.5,11.83,8.33,10.75,8.5,11.0,10.0,11.0,10.9,7.17,14.38,10.5,13.0,10.0,12.25,11.33,5.5
Abdelghafour Rahimi,2000325289.0,4.0,8.5,8.0,9.5,14.5,11.67,11.0,8.25,9.5,13.75,8.75,10.38,10.0,7.17,14.25,9.0,11.5,12.5,12.75,11.67,4.0
Nicola Brambilla,2000323520.0,10.0,11.0,10.0,10.25,13.0,11.17,10.67,12.25,10.25,11.5,10.75,8.75,11.1,8.0,8.88,11.83,15.0,11.75,10.75,11.83,4.5
Elías Cabrera,14222117.0,5.0,14.83,9.0,11.75,14.0,12.33,11.83,15.75,11.75,14.75,13.25,10.62,14.0,10.5,13.88,14.33,13.5,13.0,10.0,11.0,13.0
Tomas Kral,2000197839.0,6.0,8.17,7.0,10.5,14.0,11.0,9.17,8.25,10.5,15.75,11.25,10.12,9.4,8.0,14.62,9.0,13.5,11.0,11.5,10.33,5.0
Andrea Formisano,2000191459.0,13.0,12.17,8.0,8.5,12.5,13.33,11.83,12.5,8.5,12.75,10.0,13.25,12.4,9.0,15.38,13.17,13.5,12.0,12.5,8.33,9.5
Adriano Lisboa,2000189589.0,12.0,12.17,7.0,13.5,14.25,13.33,13.5,14.25,13.5,11.5,12.25,13.5,13.0,11.0,12.5,13.33,8.5,15.75,13.75,11.67,8.0
Gonçalo Guedes,55041710.0,9.0,12.0,7.0,11.0,12.5,13.0,13.33,10.0,11.0,12.5,11.0,12.0,12.4,9.83,12.25,11.0,14.0,13.0,11.0,13.33,6.0
Calvin Stengs,37059574.0,12.0,14.33,9.0,10.0,16.0,14.67,14.67,12.0,10.0,15.5,11.5,12.0,14.4,8.33,14.25,13.0,14.0,15.5,13.0,13.33,5.5
Joachim Andersen,27069975.0,13.0,12.33,14.0,14.5,13.75,13.67,12.0,12.5,14.5,10.25,14.25,13.75,12.6,14.33,13.38,13.33,10.0,14.25,14.5,10.0,15.0
Marcão,19190440.0,14.0,14.33,13.0,14.5,14.0,13.0,13.0,13.5,14.5,13.0,14.0,14.25,13.4,14.0,11.5,14.0,9.0,15.5,13.5,10.33,14.0
Marco Carnesecchi,43298002.0,16.0,12.17,5.0,14.0,10.0,10.67,8.17,13.25,14.0,5.25,12.75,12.88,11.2,9.83,13.0,13.0,5.5,10.75,16.0,4.67,3.0
Nicolò Rovella,43372892.0,7.0,12.67,9.0,13.5,14.0,12.67,12.0,13.5,13.5,13.0,13.5,13.0,13.2,13.0,13.5,12.33,13.0,14.0,14.0,12.0,13.0
Giovanni Groppi,2000507381.0,14.0,10.67,10.0,12.25,10.5,10.17,10.83,12.25,12.25,9.75,13.25,12.62,9.9,12.17,14.5,12.5,7.0,12.25,12.75,8.0,16.0
Nicola Improta,2000507382.0,12.5,10.83,10.0,11.0,9.25,11.67,10.33,12.5,11.0,11.25,12.0,12.75,11.0,12.17,13.5,12.5,8.5,11.5,12.0,9.5,12.0
Gerónimo Pezzella,2000285534.0,8.0,11.33,9.0,10.0,13.0,10.33,9.83,13.0,10.0,13.0,10.25,13.75,11.4,8.17,17.38,11.33,13.0,11.0,15.0,11.0,3.5
Walter Zampina,2000507379.0,15.0,11.67,13.0,11.0,14.5,11.5,10.83,11.5,11.0,12.5,11.25,12.38,11.5,9.83,12.5,11.67,10.0,10.5,16.0,13.33,3.0
Pino Birettoni,2000191463.0,16.0,9.67,15.0,12.0,14.25,12.0,12.5,11.0,12.0,13.75,12.75,12.5,10.8,9.83,15.62,11.0,15.0,14.0,16.25,14.0,3.5
Nelson Niz,2000272945.0,15.0,14.67,11.0,8.75,16.0,12.5,14.17,13.75,8.75,14.5,10.75,11.5,13.5,7.0,14.62,13.83,16.0,14.5,13.25,12.67,7.5
Danilo Catalano,2000626665.0,15.0,14.0,10.0,11.25,10.0,12.5,9.33,17.75,11.25,9.5,12.0,11.88,13.3,11.83,13.38,16.17,10.0,10.0,11.25,7.5,12.0
Krystian Palacz,96159314.0,14.0,8.67,7.0,9.0,13.25,12.67,13.0,12.0,9.0,12.75,10.25,10.75,10.8,10.33,15.12,11.33,12.0,13.75,12.0,9.67,12.0
