Player,UID,FB,WB,IWB,CWB,NNFB
Ibrahima Thiam,2000325354.0,11.55,10.2,11.0,10.23,12.55
Stole Dimitrievski,47022611.0,7.6,5.1,9.6,6.85,9.15
Alfonso Pedraza,67212046.0,13.65,13.2,13.2,13.12,13.4
Gaetano Giannusa,2000434798.0,11.6,10.9,12.0,11.77,10.8
Thomas Perotta,2000342207.0,9.35,9.75,9.15,10.27,8.45
Abdelghafour Rahimi,2000325289.0,9.25,9.8,9.05,10.62,8.1
Nicola Brambilla,2000323520.0,7.75,8.2,7.9,9.19,7.7
Elías Cabrera,14222117.0,12.05,11.85,11.75,12.27,9.7
Tomas Kral,2000197839.0,8.1,9.6,7.3,10.15,6.95
Andrea Formisano,2000191459.0,12.55,12.7,11.85,12.62,11.95
Adriano Lisboa,2000189589.0,10.9,10.05,11.6,11.15,10.95
Gonçalo Guedes,55041710.0,10.35,11.15,10.85,11.5,10.45
Calvin Stengs,37059574.0,10.85,11.25,11.35,12.19,9.95
Joachim Andersen,27069975.0,13.65,12.0,14.0,12.42,14.1
Marcão,19190440.0,13.1,11.7,14.0,12.38,13.9
Marco Carnesecchi,43298002.0,10.95,8.05,10.7,8.65,11.25
Nicolò Rovella,43372892.0,12.9,12.6,13.5,12.92,12.8
Giovanni Groppi,2000507381.0,13.2,11.8,12.15,11.77,12.75
Nicola Improta,2000507382.0,13.3,12.3,12.35,11.73,12.8
Gerónimo Pezzella,2000285534.0,11.4,11.85,10.1,11.88,9.7
Walter Zampina,2000507379.0,10.9,10.9,10.7,11.23,10.65
Pino Birettoni,2000191463.0,10.9,11.75,11.25,12.35,10.9
Nelson Niz,2000272945.0,10.85,11.3,10.95,12.23,9.6
Danilo Catalano,2000626665.0,14.4,12.6,12.9,12.15,12.4
Krystian Palacz,96159314.0,12.35,12.6,11.5,12.65,11.1
Daniele Venturelli,2000434795.0,10.25,10.9,10.2,11.04,9.8
Stefano Ollanu,2000434791.0,12.1,10.65,11.55,11.35,11.7
Álvaro Odriozola,67199408.0,13.4,13.3,13.4,13.54,13.25
Gaetano Castrovilli,43206176.0,12.9,13.1,13.3,13.62,12.7
Ben Wilmot,29174249.0,14.45,12.6,14.2,12.5,14.9
Marcus Edwards,28106878.0,10.9,11.75,11.3,12.81,8.9
Pino Torrini,2000567624.0,11.3,11.5,10.45,11.85,10.15
Pietro Bruni,2000507380.0,12.2,11.8,12.9,12.92,11.8
Mario Staiano,2000328467.0,12.6,12.15,12.3,12.12,11.75
Giambattista Auletta,2000323518.0,12.0,13.15,11.8,13.73,10.6
Miłosz Jaskuła,2000018698.0,8.8,6.55,7.6,6.23,8.55
