Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Arijanet Murić,28108492.0,6.0,11.5,13.75,9.83,6.17,8.83,11.0,13.17
0,29126231.0,12.67,13.12,13.0,11.83,10.83,12.33,7.0,13.25
Emmanuel,2000569770.0,14.67,13.88,12.25,12.0,8.17,9.5,13.5,15.42
José Marsà,67279755.0,14.0,14.5,15.5,13.0,9.67,12.0,13.0,13.67
Rubén,2000510866.0,11.67,16.0,11.5,9.83,10.83,14.33,10.5,14.08
Martín Zubimendi,67246385.0,13.0,13.5,12.5,13.67,10.0,14.33,13.0,13.67
Joan Jordán,67187249.0,12.0,10.25,7.5,14.33,12.83,12.17,9.75,13.17
Agustín,2000440745.0,8.17,14.12,15.5,12.83,11.83,11.33,9.5,12.58
Isaac Lihadji,49048366.0,8.17,14.12,15.0,13.67,12.33,14.33,7.5,12.67
Raphinha,19242277.0,9.0,11.5,14.0,15.0,14.33,15.67,7.5,12.83
Munir,67174735.0,5.17,11.12,11.0,15.33,14.5,14.33,7.5,12.5
José María Noguera,2000438352.0,14.33,14.25,14.0,11.67,8.0,12.33,13.5,14.0
Valeri Gavazov,2000215456.0,6.83,11.62,15.0,13.5,11.83,15.0,6.0,9.92
Gonçalo Ramos,83209468.0,6.0,12.75,12.5,14.83,15.0,13.33,14.0,13.25
Federico Real,2000193194.0,15.5,13.5,13.75,10.33,8.0,11.33,7.0,14.42
Dario Maresic,16170605.0,13.0,14.75,13.5,13.0,7.67,12.33,14.0,13.5
Rogelinho,2000439844.0,3.67,10.75,16.0,13.67,11.33,13.67,9.0,10.5
Lucas Ocampos,14031132.0,4.67,11.38,11.5,12.83,14.33,13.5,12.0,13.42
Mads Pedersen,27088224.0,11.67,12.25,13.0,11.67,10.17,12.67,5.0,12.75
Jordan Henderson,28005568.0,14.33,8.75,5.5,13.0,12.33,12.33,10.5,16.33
Koke,67047092.0,14.33,8.25,4.0,14.67,14.83,14.33,8.25,16.25
Óliver,67169689.0,8.33,8.62,8.0,14.83,12.0,14.83,5.0,12.58
Rasmus Højlund,27160181.0,4.0,12.25,14.0,9.67,12.67,12.67,14.5,12.33
Andri Fannar Sigurgeirsson,2000439839.0,13.67,13.0,13.25,10.67,8.67,8.83,12.0,14.08
Alvaro,2000510252.0,9.0,16.0,15.0,16.83,12.67,16.17,12.5,13.33
Sebastián,2000569766.0,8.33,12.62,15.0,13.33,12.17,11.5,13.0,13.0
