Player,UID,CD,BPD,NNCB,Lib
Arijanet Murić,28108492.0,10.2,10.25,10.85,9.6
Kyle Walker-Peters,29126231.0,11.3,11.2,11.2,12.7
Emmanuel,2000569770.0,14.45,13.75,14.0,13.2
José Marsà,67279755.0,13.6,13.6,13.8,13.3
Rubén,2000510866.0,12.1,12.05,11.8,12.8
Martín Zubimendi,67246385.0,13.4,13.7,13.2,13.5
Joan Jordán,67187249.0,11.5,12.15,11.3,13.55
Agustín,2000440745.0,10.1,10.25,9.8,11.5
Isaac Lihadji,49048366.0,10.1,10.4,9.45,12.15
Raphinha,19242277.0,9.6,10.3,10.0,12.8
Munir,67174735.0,8.75,9.3,8.45,11.5
José María Noguera,2000438352.0,13.8,13.6,14.3,13.2
Valeri Gavazov,2000215456.0,7.2,8.75,8.2,10.7
Gonçalo Ramos,83209468.0,10.75,11.3,10.8,11.6
Federico Real,2000193194.0,13.0,12.9,13.0,13.6
Dario Maresic,16170605.0,13.4,13.9,13.0,12.8
Rogelinho,2000439844.0,7.3,7.3,6.4,8.3
Lucas Ocampos,14031132.0,9.9,9.7,10.1,10.2
Mads Pedersen,27088224.0,10.4,10.5,9.9,12.35
Jordan Henderson,28005568.0,13.8,13.6,13.6,14.4
Koke,67047092.0,13.25,13.3,12.85,15.95
Óliver,67169689.0,8.6,9.2,8.3,12.2
Rasmus Højlund,27160181.0,10.1,9.8,10.1,9.1
Andri Fannar Sigurgeirsson,2000439839.0,13.2,12.35,12.05,11.85
Alvaro,2000510252.0,11.75,12.7,11.35,13.85
Sebastián,2000569766.0,11.3,10.9,10.5,10.95
