Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Arijanet Murić,28108492.0,18.0,11.67,4.0,12.0,11.5,9.67,8.83,11.0,12.0,7.25,12.5,14.62,10.2,9.0,12.88,11.67,3.5,12.25,12.0,4.83,4.0
Kyle Walker-Peters,29126231.0,5.0,12.17,9.0,11.75,13.25,12.67,13.0,13.0,11.75,12.25,12.5,13.62,12.4,11.83,13.25,12.83,12.5,13.0,11.0,10.5,13.0
Emmanuel,2000569770.0,15.0,14.5,12.0,15.0,10.0,14.17,9.83,15.0,15.0,9.75,14.0,12.88,13.9,14.33,13.75,15.5,9.5,12.0,14.0,6.67,13.0
José Marsà,67279755.0,13.0,13.33,13.0,12.5,13.0,13.0,12.0,12.5,12.5,11.5,13.0,14.0,13.0,13.0,15.0,13.0,10.0,13.0,14.5,9.67,15.0
Rubén,2000510866.0,12.0,12.83,9.0,11.0,13.75,12.67,12.33,14.5,11.0,16.0,12.5,13.5,12.4,11.33,14.12,14.5,13.5,13.75,15.0,10.67,11.0
Martín Zubimendi,67246385.0,12.0,14.67,14.0,14.0,15.0,11.67,13.33,14.0,14.0,14.0,14.5,13.25,13.2,13.67,13.0,13.67,7.0,15.5,13.0,12.0,12.0
Joan Jordán,67187249.0,12.5,12.83,7.0,14.0,14.5,13.5,13.33,14.0,14.0,10.75,15.5,12.0,13.5,13.17,9.0,13.17,13.5,14.5,10.25,11.83,12.0
Agustín,2000440745.0,10.0,14.0,9.0,10.75,12.0,11.5,11.33,13.75,10.75,10.5,11.75,12.5,12.9,9.67,15.62,13.17,15.0,12.25,13.25,10.17,8.5
Isaac Lihadji,49048366.0,6.0,14.67,9.0,11.5,14.0,13.83,12.0,13.25,11.5,14.5,12.0,10.5,14.1,10.17,15.12,13.83,15.0,13.0,12.25,11.83,6.5
Raphinha,19242277.0,6.0,12.33,9.0,11.5,16.5,14.67,14.67,12.0,11.5,15.5,13.5,14.0,13.6,10.33,13.75,12.33,15.0,15.5,9.0,14.33,11.0
Munir,67174735.0,7.0,13.83,8.0,11.5,15.75,14.33,14.17,12.75,11.5,13.5,12.75,11.62,14.2,8.67,12.25,13.0,13.5,14.75,11.75,14.17,4.0
José María Noguera,2000438352.0,14.0,12.33,13.0,14.0,15.0,13.67,12.67,14.0,14.0,12.0,13.0,15.0,12.8,13.67,15.0,14.0,7.0,15.0,15.0,9.0,14.0
Valeri Gavazov,2000215456.0,7.0,10.33,5.0,11.75,14.5,13.17,13.33,10.25,11.75,16.0,10.75,10.75,11.7,9.33,13.88,10.83,12.0,15.25,9.75,11.5,7.5
Gonçalo Ramos,83209468.0,14.0,14.5,14.0,12.75,13.25,14.67,12.17,13.25,12.75,13.5,15.25,11.88,14.4,10.17,13.12,14.0,14.5,14.0,13.0,11.33,6.0
Federico Real,2000193194.0,5.0,13.67,9.0,14.0,13.0,13.67,11.17,15.5,14.0,11.0,13.25,12.5,13.2,14.83,13.38,15.67,8.0,13.0,13.0,10.33,13.0
Dario Maresic,16170605.0,15.0,13.33,13.0,11.5,13.0,12.67,11.83,12.5,11.5,12.0,11.5,12.0,12.6,12.33,14.0,13.33,6.0,14.5,14.5,8.67,12.0
Rogelinho,2000439844.0,10.0,12.67,8.0,9.5,12.5,14.0,10.33,15.0,9.5,13.5,9.5,9.75,14.0,7.0,15.0,13.33,10.0,11.0,7.5,10.0,4.0
Lucas Ocampos,14031132.0,12.0,11.0,12.0,10.0,14.75,13.67,13.83,13.0,10.0,13.25,12.25,15.75,12.6,7.5,11.5,12.33,14.0,14.0,11.5,15.33,4.5
Mads Pedersen,27088224.0,5.0,13.17,5.0,11.5,12.25,14.67,12.83,13.5,11.5,13.5,12.5,10.75,13.4,11.67,13.38,14.5,13.5,12.5,9.5,8.0,12.0
Jordan Henderson,28005568.0,12.0,15.0,9.0,15.5,14.5,13.67,14.0,16.0,15.5,10.5,16.0,16.75,14.2,15.0,7.5,15.67,13.0,14.0,11.5,10.33,14.0
Koke,67047092.0,9.0,16.67,7.5,15.0,15.75,15.0,15.0,16.0,15.0,13.5,16.5,15.0,15.5,14.67,7.12,16.5,17.5,15.75,9.5,13.67,14.0
Óliver,67169689.0,6.0,12.33,4.0,13.5,16.75,13.33,15.17,13.0,13.5,14.75,13.75,12.25,13.2,11.5,9.5,12.33,11.0,17.0,9.0,12.33,6.5
Rasmus Højlund,27160181.0,16.0,11.33,13.0,9.5,12.5,11.0,9.67,12.0,9.5,12.5,11.0,13.25,11.0,7.33,13.0,12.0,13.0,11.0,12.5,11.33,3.0
Andri Fannar Sigurgeirsson,2000439839.0,12.0,15.0,12.0,13.75,8.75,12.5,7.33,16.25,13.75,8.5,13.0,10.88,13.7,13.17,13.75,15.5,9.0,9.0,13.0,7.5,13.0
Alvaro,2000510252.0,10.0,15.17,15.0,13.0,17.5,16.33,15.67,13.5,13.0,16.75,14.5,10.75,15.6,11.5,16.25,14.5,12.5,18.0,15.75,15.67,7.0
Sebastián,2000569766.0,13.0,16.0,13.0,11.75,12.25,12.5,11.5,14.75,11.75,10.75,9.75,12.5,14.1,10.5,13.75,14.83,12.0,12.75,12.0,10.33,10.0
