Match,Player,UID
#GK,Arijanet Murić,28108492
#DR,Kyle Walker-Peters,29126231
#DR,José María Noguera,2000438352
#DR,Jordan Henderson,28005568
#DC,Emmanuel,2000569770
#DC,José Marsà,67279755
#DC,José María Noguera,2000438352
#DC,Federico Real,2000193194
#DC,Dario Maresic,16170605
#DC,Jordan Henderson,28005568
#DC,Andri Fannar Sigurgeirsson,2000439839
#DL,Kyle Walker-Peters,29126231
#DL,Emmanuel,2000569770
#DL,José Marsà,67279755
#DL,Rubén,2000510866
#DL,José María Noguera,2000438352
#DL,Mads Pedersen,27088224
#DL,Andri Fannar Sigurgeirsson,2000439839
#WBR,Kyle Walker-Peters,29126231
#WBR,José María Noguera,2000438352
#DM,Emmanuel,2000569770
#DM,Martín Zubimendi,67246385
#DM,Joan Jordán,67187249
#DM,Federico Real,2000193194
#DM,Dario Maresic,16170605
#DM,Jordan Henderson,28005568
#DM,Koke,67047092
#DM,Óliver,67169689
#DM,Sebastián,2000569766
#WBL,Rubén,2000510866
#WBL,Mads Pedersen,27088224
#MR,Agustín,2000440745
#MR,Isaac Lihadji,49048366
#MR,Raphinha,19242277
#MR,Rogelinho,2000439844
#MR,Koke,67047092
#MC,Martín Zubimendi,67246385
#MC,Joan Jordán,67187249
#MC,Agustín,2000440745
#MC,Valeri Gavazov,2000215456
#MC,Gonçalo Ramos,83209468
#MC,Federico Real,2000193194
#MC,Jordan Henderson,28005568
#MC,Koke,67047092
#MC,Óliver,67169689
#MC,Andri Fannar Sigurgeirsson,2000439839
#ML,Rubén,2000510866
#ML,Raphinha,19242277
#ML,Munir,67174735
#ML,Lucas Ocampos,14031132
#ML,Mads Pedersen,27088224
#ML,Koke,67047092
#ML,Óliver,67169689
#AMR,Isaac Lihadji,49048366
#AMR,Raphinha,19242277
#AMR,Munir,67174735
#AMR,Valeri Gavazov,2000215456
#AMR,Rogelinho,2000439844
#AMR,Lucas Ocampos,14031132
#AMC,Agustín,2000440745
#AMC,Isaac Lihadji,49048366
#AMC,Munir,67174735
#AMC,Valeri Gavazov,2000215456
#AMC,Gonçalo Ramos,83209468
#AMC,Lucas Ocampos,14031132
#AMC,Óliver,67169689
#AMC,Alvaro,2000510252
#AMC,Sebastián,2000569766
#AML,Raphinha,19242277
#AML,Munir,67174735
#AML,Lucas Ocampos,14031132
#AML,Óliver,67169689
#STC,Munir,67174735
#STC,Gonçalo Ramos,83209468
#STC,Rogelinho,2000439844
#STC,Lucas Ocampos,14031132
#STC,Rasmus Højlund,27160181
#STC,Alvaro,2000510252
