Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Arijanet Murić,28108492.0,11.95,10.4,11.35,10.7,11.65,10.6,10.65,10.85
0,29126231.0,12.75,12.8,13.2,13.55,13.4,12.45,12.5,13.65
Emmanuel,2000569770.0,14.05,12.75,13.9,13.2,13.55,12.0,12.7,14.05
José Marsà,67279755.0,13.1,12.7,13.8,12.9,13.3,12.6,12.9,13.5
Rubén,2000510866.0,13.6,13.1,13.35,14.35,14.15,13.05,14.35,13.95
Martín Zubimendi,67246385.0,14.5,13.1,13.6,13.5,14.3,13.0,13.3,14.0
Joan Jordán,67187249.0,14.1,13.9,11.9,13.45,13.6,13.6,12.85,13.45
Agustín,2000440745.0,12.25,12.15,11.4,12.85,12.9,13.05,13.45,12.15
Isaac Lihadji,49048366.0,13.15,13.05,11.15,13.3,13.35,13.9,14.4,12.2
Raphinha,19242277.0,13.4,13.6,11.4,13.4,13.3,14.6,14.4,12.5
Munir,67174735.0,13.4,13.45,10.05,12.85,13.1,14.1,14.05,11.45
José María Noguera,2000438352.0,14.2,12.9,14.3,13.6,14.0,12.5,13.0,14.0
Valeri Gavazov,2000215456.0,12.15,11.85,9.0,11.45,11.5,13.35,13.55,10.05
Gonçalo Ramos,83209468.0,13.6,12.7,10.8,12.45,12.5,14.0,14.05,11.45
Federico Real,2000193194.0,14.25,13.2,14.05,13.8,14.2,12.35,12.6,14.45
Dario Maresic,16170605.0,13.1,12.15,12.7,12.8,13.5,12.05,12.9,13.4
Rogelinho,2000439844.0,10.8,9.9,8.5,11.5,11.6,12.0,12.4,10.3
Lucas Ocampos,14031132.0,12.15,12.2,11.6,12.9,12.45,12.65,12.4,11.55
Mads Pedersen,27088224.0,12.75,12.65,11.85,13.2,12.8,13.1,13.0,13.0
Jordan Henderson,28005568.0,14.8,14.5,14.1,14.2,14.2,13.6,12.7,14.6
Koke,67047092.0,16.05,16.05,13.85,15.35,15.2,15.0,14.6,15.25
Óliver,67169689.0,14.25,13.4,9.9,13.0,13.35,13.55,13.3,11.85
Rasmus Højlund,27160181.0,10.8,10.4,10.5,11.4,11.1,11.4,11.9,10.1
Andri Fannar Sigurgeirsson,2000439839.0,12.7,11.15,12.9,12.5,12.85,10.55,11.45,13.55
Alvaro,2000510252.0,15.7,14.9,12.1,14.75,15.2,15.4,16.05,13.65
Sebastián,2000569766.0,12.4,11.3,11.1,12.5,12.9,13.35,12.9,11.45
