Player,UID,WM,W,DW,IW,IF,WG
Arijanet Murić,28108492.0,8.15,8.15,8.85,10.35,9.25,8.62
Kyle Walker-Peters,29126231.0,13.25,13.4,13.6,13.1,12.95,12.33
Emmanuel,2000569770.0,11.35,11.3,13.4,12.15,11.15,11.67
José Marsà,67279755.0,12.4,12.8,13.3,12.8,12.1,12.83
Rubén,2000510866.0,13.65,13.4,13.35,14.6,14.35,12.92
Martín Zubimendi,67246385.0,12.7,12.0,13.5,13.3,12.7,12.17
Joan Jordán,67187249.0,12.7,10.85,12.6,13.25,12.7,10.67
Agustín,2000440745.0,12.5,13.4,11.25,13.1,12.3,12.75
Isaac Lihadji,49048366.0,12.5,13.55,11.25,13.95,13.35,12.54
Raphinha,19242277.0,13.4,13.6,11.6,14.4,14.3,12.58
Munir,67174735.0,11.95,12.55,10.1,13.55,13.5,11.71
José María Noguera,2000438352.0,11.8,11.9,13.2,12.6,12.0,12.17
Valeri Gavazov,2000215456.0,11.1,11.6,8.75,12.8,12.4,10.67
Gonçalo Ramos,83209468.0,11.65,12.35,10.15,13.3,13.0,12.62
Federico Real,2000193194.0,11.95,11.2,13.85,12.8,12.1,10.5
Dario Maresic,16170605.0,11.65,11.35,12.85,12.7,12.1,11.79
Rogelinho,2000439844.0,11.8,13.8,8.7,12.0,11.9,13.0
Lucas Ocampos,14031132.0,12.45,13.25,10.4,13.0,13.65,13.04
Mads Pedersen,27088224.0,13.0,13.3,13.1,13.05,12.6,11.92
Jordan Henderson,28005568.0,13.5,11.0,14.3,13.1,12.6,10.92
Koke,67047092.0,14.45,11.6,14.85,14.95,14.55,11.04
Óliver,67169689.0,11.85,11.15,10.8,13.3,12.75,10.12
Rasmus Højlund,27160181.0,10.7,11.8,8.6,11.9,12.1,12.25
Andri Fannar Sigurgeirsson,2000439839.0,11.3,11.8,12.8,11.2,10.5,11.83
Alvaro,2000510252.0,13.1,14.4,12.6,15.45,14.85,14.08
Sebastián,2000569766.0,12.05,12.2,10.6,12.7,11.9,12.33
