Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Arijanet Murić,28108492.0,10.35,10.35,10.35,10.35,8.15,8.15,9.25,9.25,8.62,8.62
Kyle Walker-Peters,29126231.0,13.1,13.1,13.1,13.1,13.4,13.4,12.95,12.95,12.33,12.33
Emmanuel,2000569770.0,12.15,12.15,12.15,12.15,11.3,11.3,11.15,11.15,11.67,11.67
José Marsà,67279755.0,12.8,12.8,12.8,12.8,12.8,12.8,12.1,12.1,12.83,12.83
Rubén,2000510866.0,14.6,14.6,14.6,14.6,13.4,13.4,14.35,14.35,12.92,12.92
Martín Zubimendi,67246385.0,13.3,13.3,13.3,13.3,12.0,12.0,12.7,12.7,12.17,12.17
Joan Jordán,67187249.0,13.25,13.25,13.25,13.25,10.85,10.85,12.7,12.7,10.67,10.67
Agustín,2000440745.0,13.1,13.1,13.1,13.1,13.4,13.4,12.3,12.3,12.75,12.75
Isaac Lihadji,49048366.0,13.95,13.95,13.95,13.95,13.55,13.55,13.35,13.35,12.54,12.54
Raphinha,19242277.0,14.4,14.4,14.4,14.4,13.6,13.6,14.3,14.3,12.58,12.58
Munir,67174735.0,13.55,13.55,13.55,13.55,12.55,12.55,13.5,13.5,11.71,11.71
José María Noguera,2000438352.0,12.6,12.6,12.6,12.6,11.9,11.9,12.0,12.0,12.17,12.17
Valeri Gavazov,2000215456.0,12.8,12.8,12.8,12.8,11.6,11.6,12.4,12.4,10.67,10.67
Gonçalo Ramos,83209468.0,13.3,13.3,13.3,13.3,12.35,12.35,13.0,13.0,12.62,12.62
Federico Real,2000193194.0,12.8,12.8,12.8,12.8,11.2,11.2,12.1,12.1,10.5,10.5
Dario Maresic,16170605.0,12.7,12.7,12.7,12.7,11.35,11.35,12.1,12.1,11.79,11.79
Rogelinho,2000439844.0,12.0,12.0,12.0,12.0,13.8,13.8,11.9,11.9,13.0,13.0
Lucas Ocampos,14031132.0,13.0,13.0,13.0,13.0,13.25,13.25,13.65,13.65,13.04,13.04
Mads Pedersen,27088224.0,13.05,13.05,13.05,13.05,13.3,13.3,12.6,12.6,11.92,11.92
Jordan Henderson,28005568.0,13.1,13.1,13.1,13.1,11.0,11.0,12.6,12.6,10.92,10.92
Koke,67047092.0,14.95,14.95,14.95,14.95,11.6,11.6,14.55,14.55,11.04,11.04
Óliver,67169689.0,13.3,13.3,13.3,13.3,11.15,11.15,12.75,12.75,10.12,10.12
Rasmus Højlund,27160181.0,11.9,11.9,11.9,11.9,11.8,11.8,12.1,12.1,12.25,12.25
Andri Fannar Sigurgeirsson,2000439839.0,11.2,11.2,11.2,11.2,11.8,11.8,10.5,10.5,11.83,11.83
Alvaro,2000510252.0,15.45,15.45,15.45,15.45,14.4,14.4,14.85,14.85,14.08,14.08
Sebastián,2000569766.0,12.7,12.7,12.7,12.7,12.2,12.2,11.9,11.9,12.33,12.33
