Player,UID,AF,CF,DLF,F9,P,PF,TM
Nacho Méndez,67248345.0,11.1,12.1,12.4,12.5,11.1,10.9,10.7
Julio Nsi,2000629231.0,13.95,12.75,13.35,13.05,13.95,13.05,12.45
Dorian Vera,2000514439.0,6.4,4.45,7.55,5.35,6.4,4.75,6.55
Javier Alonso,2000443218.0,12.35,10.6,11.2,11.1,12.35,10.85,10.9
Bernardo,2000440739.0,11.6,10.0,10.9,11.3,11.6,11.0,10.6
Jorge Álvarez,2000202563.0,11.7,10.1,10.2,10.3,11.7,11.2,10.6
Fran,2000666004.0,10.45,10.9,11.65,10.65,10.45,11.65,10.3
Oriol Valentín,2000632214.0,10.85,9.95,11.4,9.25,10.85,11.25,11.2
Babacar Faye,2000197156.0,12.7,12.2,13.5,13.4,12.7,11.8,11.8
Jonay Prieto,2000197151.0,11.2,11.05,12.95,12.85,11.2,11.0,11.25
Manuel Jesús Romero,2000194994.0,12.5,10.2,11.6,11.2,12.5,12.0,9.8
Elliot,67256517.0,12.1,11.5,11.5,11.9,12.1,11.3,10.7
Iván Calero,67176056.0,10.1,11.9,12.1,12.1,10.1,10.0,11.2
Antonio Sánchez,2000570832.0,10.7,10.5,10.7,9.1,10.7,11.3,11.85
Stefan Bajčetić,2000082598.0,10.5,9.4,10.0,8.8,10.5,10.7,10.3
Xisco Cardona,2000572821.0,10.65,11.9,12.25,11.75,10.65,11.35,10.3
Juan Pérez,67217545.0,8.25,7.45,9.75,6.95,8.25,9.05,8.25
Cristo,67211796.0,12.9,12.2,12.1,12.8,12.9,11.5,10.8
Álex López,67257948.0,11.7,12.3,13.0,11.7,11.7,11.7,12.2
Lubomir Toth,2000626733.0,12.7,11.7,12.2,12.9,12.7,11.7,11.4
