Player,UID,WM,W,DW,IW,IF,WG
Nacho Méndez,67248345.0,12.0,11.6,11.0,13.0,13.0,10.92
Julio Nsi,2000629231.0,11.75,14.1,10.4,13.15,13.4,13.42
Dorian Vera,2000514439.0,3.6,3.8,4.6,4.75,4.75,4.42
Javier Alonso,2000443218.0,9.8,11.45,6.6,10.3,9.9,11.12
Bernardo,2000440739.0,10.95,12.0,8.05,11.8,11.6,12.0
Jorge Álvarez,2000202563.0,9.1,11.6,7.2,10.5,10.5,11.83
Fran,2000666004.0,11.25,9.7,11.5,12.05,12.25,9.58
Oriol Valentín,2000632214.0,9.85,9.7,11.25,10.3,9.35,10.29
Babacar Faye,2000197156.0,12.1,12.8,10.3,13.3,12.8,12.17
Jonay Prieto,2000197151.0,11.55,11.4,8.15,12.45,11.75,10.83
Manuel Jesús Romero,2000194994.0,11.5,12.4,12.2,12.1,11.5,11.42
Elliot,67256517.0,10.7,12.0,9.1,11.9,11.2,11.58
Iván Calero,67176056.0,11.8,10.9,12.5,11.7,11.1,10.58
Antonio Sánchez,2000570832.0,10.05,9.45,11.05,9.4,8.8,10.5
Stefan Bajčetić,2000082598.0,9.6,8.9,10.6,9.1,9.0,9.33
Xisco Cardona,2000572821.0,11.15,11.0,10.1,13.05,12.85,10.58
Juan Pérez,67217545.0,5.95,6.65,7.9,7.85,6.65,6.62
Cristo,67211796.0,11.3,12.5,8.6,12.4,12.2,11.33
Álex López,67257948.0,10.9,9.9,12.2,11.5,11.0,9.83
Lubomir Toth,2000626733.0,11.8,11.7,9.8,12.4,12.6,11.08
