Aerial Presence,Awareness,Clearing,Closing Down,Control,Creativity,Crossing,Decision Making,Defensive Positioning,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical Presence,Tackling
7.0,10.333333333333334,8.0,11.5,15.5,12.666666666666666,13.5,12.0,11.5,14.0,11.0,11.0,12.0,10.333333333333334,10.75,11.0,11.0,14.333333333333334,10.5,9.0
11.0,11.0,9.0,10.5,14.75,14.666666666666666,12.875,12.5,10.5,14.25,12.0,11.625,13.2,9.666666666666666,15.75,12.0,14.5,14.166666666666666,13.5,8.25
15.0,3.8333333333333335,0.0,11.0,4.25,8.333333333333334,4.75,6.75,11.0,0.0,10.75,3.5,5.0,7.333333333333333,10.25,8.333333333333334,5.75,6.333333333333333,11.5,5.75
5.0,9.666666666666666,14.0,6.0,11.5,9.0,10.0,8.0,6.0,10.5,9.0,9.75,9.2,4.0,15.625,8.666666666666666,12.5,10.666666666666666,12.5,9.0
17.0,10.333333333333334,7.0,4.5,11.0,13.333333333333334,10.75,13.0,4.5,12.0,9.0,8.75,12.0,3.0,13.0,12.333333333333334,10.5,11.333333333333334,9.0,6.25
17.0,11.0,9.0,4.0,12.0,12.333333333333334,10.0,11.0,4.0,14.0,8.0,13.25,11.6,2.6666666666666665,14.25,11.333333333333334,8.5,11.0,10.5,6.0
12.5,9.833333333333334,5.5,12.25,12.75,11.166666666666666,11.375,13.5,12.25,12.0,9.75,14.625,10.1,11.666666666666666,10.5,13.166666666666666,10.25,13.333333333333334,11.25,11.25
14.0,12.5,12.5,14.0,10.0,12.0,8.125,11.0,14.0,8.0,14.25,12.5,11.6,13.666666666666666,12.0,12.5,11.5,10.833333333333334,13.0,15.0
10.0,12.666666666666666,8.0,12.5,15.0,12.0,12.5,13.0,12.5,13.0,12.0,12.0,12.8,10.0,13.75,12.0,13.0,13.333333333333334,13.5,10.0
10.0,12.666666666666666,6.0,9.0,15.75,11.666666666666666,12.75,14.5,9.0,13.0,8.5,14.25,13.0,6.5,13.0,12.333333333333334,11.0,14.333333333333334,11.5,9.0
6.0,12.0,7.0,10.5,10.0,12.666666666666666,9.0,13.5,10.5,11.5,13.0,13.25,12.0,11.0,14.75,13.666666666666666,11.0,10.0,13.5,11.0
8.0,13.666666666666666,11.0,7.0,12.0,12.666666666666666,10.5,11.0,7.0,12.5,10.0,9.5,13.0,6.333333333333333,13.0,12.0,12.0,10.333333333333334,9.5,8.0
7.0,13.333333333333334,11.0,13.0,13.5,11.0,13.0,10.5,13.0,10.5,13.5,11.0,11.8,12.666666666666666,9.5,11.666666666666666,13.0,13.0,10.0,14.0
14.0,12.166666666666666,17.5,10.5,10.0,9.0,7.75,11.5,10.5,6.5,11.75,12.875,10.2,11.666666666666666,13.25,11.833333333333334,10.0,8.833333333333334,13.0,14.75
8.0,9.333333333333334,15.0,12.5,7.0,10.0,7.5,11.5,12.5,4.5,9.5,10.0,9.2,12.333333333333334,13.0,11.666666666666666,9.5,8.333333333333334,11.5,12.0
9.5,9.5,7.5,10.75,17.25,12.166666666666666,11.625,12.0,10.75,13.0,8.75,12.875,11.3,9.666666666666666,12.0,10.833333333333334,8.75,13.333333333333334,11.25,6.75
13.0,12.0,0.0,13.5,7.0,8.0,7.25,9.5,13.5,2.5,13.5,10.5,9.4,9.0,10.75,10.666666666666666,8.25,9.666666666666666,12.0,7.0
3.0,12.333333333333334,8.0,8.0,15.0,11.0,13.5,9.0,8.0,14.0,9.0,10.0,11.6,6.0,13.75,10.0,13.0,13.333333333333334,9.0,8.0
9.0,14.333333333333334,10.0,14.5,14.0,10.666666666666666,12.5,11.0,14.5,7.5,12.5,10.5,11.8,14.666666666666666,13.25,12.666666666666666,13.5,14.0,10.0,14.5
5.0,10.666666666666666,11.0,9.5,15.0,9.0,11.5,12.0,9.5,15.0,10.0,12.75,9.6,9.666666666666666,13.75,11.666666666666666,11.0,11.666666666666666,12.5,8.5
