Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Nacho Méndez,67248345.0,7.0,10.33,8.0,11.5,15.5,12.67,14.33,12.0,11.5,14.0,11.0,11.0,12.0,10.33,10.75,11.0,11.0,16.0,10.5,13.0,7.0
Julio Nsi,2000629231.0,11.0,11.0,9.0,10.5,14.75,14.67,13.17,12.5,10.5,14.25,12.0,11.62,13.2,9.67,15.75,12.0,17.0,15.25,13.5,15.0,4.5
Dorian Vera,2000514439.0,15.0,3.83,0.0,11.0,4.25,8.33,2.5,6.75,11.0,0.0,10.75,3.5,5.0,7.33,10.25,8.33,0.0,3.75,11.5,0.0,0.0
Javier Alonso,2000443218.0,5.0,9.67,14.0,6.0,11.5,9.0,9.33,8.0,6.0,10.5,9.0,9.75,9.2,4.0,15.62,8.67,13.0,10.0,12.5,6.33,6.0
Bernardo,2000440739.0,17.0,10.33,7.0,4.5,11.0,13.33,11.33,13.0,4.5,12.0,9.0,8.75,12.0,3.0,13.0,12.33,12.0,12.5,9.0,10.0,3.5
Jorge Álvarez,2000202563.0,17.0,11.0,9.0,4.0,12.0,12.33,10.67,11.0,4.0,14.0,8.0,13.25,11.6,2.67,14.25,11.33,9.0,12.5,10.5,11.0,4.0
Fran,2000666004.0,12.5,9.83,5.5,12.25,12.75,11.17,11.5,13.5,12.25,12.0,9.75,14.62,10.1,11.67,10.5,13.17,9.5,14.5,11.25,11.83,11.5
Oriol Valentín,2000632214.0,14.0,12.5,12.5,14.0,10.0,12.0,5.67,11.0,14.0,8.0,14.25,12.5,11.6,13.67,12.0,12.5,7.5,8.5,13.0,3.67,14.5
Babacar Faye,2000197156.0,10.0,12.67,8.0,12.5,15.0,12.0,12.0,13.0,12.5,13.0,12.0,12.0,12.8,10.0,13.75,12.0,12.0,13.0,13.5,11.33,6.0
Jonay Prieto,2000197151.0,10.0,12.67,6.0,9.0,15.75,11.67,12.67,14.5,9.0,13.0,8.5,14.25,13.0,6.5,13.0,12.33,9.0,15.0,11.5,9.0,5.0
Manuel Jesús Romero,2000194994.0,6.0,12.0,7.0,10.5,10.0,12.67,8.67,13.5,10.5,11.5,13.0,13.25,12.0,11.0,14.75,13.67,12.0,10.0,13.5,7.33,12.0
Elliot,67256517.0,8.0,13.67,11.0,7.0,12.0,12.67,10.67,11.0,7.0,12.5,10.0,9.5,13.0,6.33,13.0,12.0,14.0,10.5,9.5,10.67,6.0
Iván Calero,67176056.0,7.0,13.33,11.0,13.0,13.5,11.0,12.67,10.5,13.0,10.5,13.5,11.0,11.8,12.67,9.5,11.67,12.0,12.5,10.0,8.33,14.0
Antonio Sánchez,2000570832.0,14.0,12.17,17.5,10.5,10.0,9.0,6.5,11.5,10.5,6.5,11.75,12.88,10.2,11.67,13.25,11.83,8.5,7.5,13.0,5.17,18.0
Stefan Bajčetić,2000082598.0,8.0,9.33,15.0,12.5,7.0,10.0,6.67,11.5,12.5,4.5,9.5,10.0,9.2,12.33,13.0,11.67,9.0,7.5,11.5,5.0,14.0
Xisco Cardona,2000572821.0,9.5,9.5,7.5,10.75,17.25,12.17,12.5,12.0,10.75,13.0,8.75,12.88,11.3,9.67,12.0,10.83,8.5,15.5,11.25,13.83,4.5
Juan Pérez,67217545.0,13.0,12.0,0.0,13.5,7.0,8.0,5.0,9.5,13.5,2.5,13.5,10.5,9.4,9.0,10.75,10.67,2.5,7.5,12.0,1.67,0.0
Cristo,67211796.0,3.0,12.33,8.0,8.0,15.0,11.0,14.0,9.0,8.0,14.0,9.0,10.0,11.6,6.0,13.75,10.0,14.0,14.0,9.0,12.33,4.0
Álex López,67257948.0,9.0,14.33,10.0,14.5,14.0,10.67,11.67,11.0,14.5,7.5,12.5,10.5,11.8,14.67,13.25,12.67,12.0,13.5,10.0,9.67,14.0
Lubomir Toth,2000626733.0,5.0,10.67,11.0,9.5,15.0,9.0,11.67,12.0,9.5,15.0,10.0,12.75,9.6,9.67,13.75,11.67,11.0,12.0,12.5,11.33,6.0
