Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Nacho Méndez,67248345.0,3.0,11.75,10.0,10.83,2.75,2.5,2.25,3.5
Julio Nsi,2000629231.0,3.75,13.88,15.5,11.83,2.5,4.0,2.75,1.5
Dorian Vera,2000514439.0,13.25,8.12,9.5,7.08,9.0,5.0,14.5,13.5
Javier Alonso,2000443218.0,0.0,12.0,15.75,8.17,0.0,0.0,0.0,0.0
Bernardo,2000440739.0,0.0,11.25,14.0,10.17,0.0,0.0,0.0,0.0
Jorge Álvarez,2000202563.0,0.0,11.75,15.0,12.5,0.0,0.0,0.0,0.0
Fran,2000666004.0,0.0,12.12,9.5,12.58,0.0,0.0,0.0,0.0
Oriol Valentín,2000632214.0,0.0,12.75,12.5,12.75,0.0,0.0,0.0,0.0
Babacar Faye,2000197156.0,3.5,13.0,12.5,11.33,2.75,3.0,2.5,2.0
Jonay Prieto,2000197151.0,0.0,11.75,11.5,11.5,0.0,0.0,0.0,0.0
Manuel Jesús Romero,2000194994.0,3.0,14.5,13.5,14.17,2.5,3.5,3.0,3.75
Elliot,67256517.0,2.0,11.25,13.5,11.0,2.5,3.0,3.5,3.25
Iván Calero,67176056.0,2.25,8.75,9.0,11.83,3.25,2.5,3.0,2.75
Antonio Sánchez,2000570832.0,2.25,12.75,14.0,13.17,3.25,4.0,4.0,4.25
Stefan Bajčetić,2000082598.0,1.75,12.0,13.5,10.5,4.0,1.5,4.0,2.75
Xisco Cardona,2000572821.0,3.5,12.88,11.0,10.25,4.5,3.0,2.75,3.5
Juan Pérez,67217545.0,13.5,11.5,10.5,11.33,12.0,7.0,12.5,13.5
Cristo,67211796.0,2.5,11.0,15.0,9.83,3.0,1.5,3.0,3.25
Álex López,67257948.0,2.5,10.5,14.5,11.67,2.5,3.0,3.25,3.5
Lubomir Toth,2000626733.0,2.0,11.75,14.0,11.83,2.0,3.0,2.0,1.5
