Player,UID,AMC,AP,T,SS,AM,EG
Nacho Méndez,67248345.0,13.1,13.5,13.1,13.0,13.0,13.3
Julio Nsi,2000629231.0,13.3,14.05,13.3,13.4,13.15,14.25
Dorian Vera,2000514439.0,4.6,3.6,4.6,4.75,4.75,3.5
Javier Alonso,2000443218.0,9.5,9.9,9.5,9.9,10.3,11.1
Bernardo,2000440739.0,11.5,12.0,11.5,11.6,11.8,11.6
Jorge Álvarez,2000202563.0,10.1,10.8,10.1,10.5,10.5,10.9
Fran,2000666004.0,11.95,11.55,11.95,12.25,12.05,10.65
Oriol Valentín,2000632214.0,10.35,10.15,10.35,9.35,10.3,9.95
Babacar Faye,2000197156.0,13.3,13.5,13.3,12.8,13.3,13.9
Jonay Prieto,2000197151.0,12.35,13.25,12.35,11.75,12.45,13.05
Manuel Jesús Romero,2000194994.0,12.4,11.7,12.4,11.5,12.1,11.7
Elliot,67256517.0,11.4,11.8,11.4,11.2,11.9,11.8
Iván Calero,67176056.0,12.0,11.8,12.0,11.1,11.7,11.8
Antonio Sánchez,2000570832.0,10.05,9.35,10.05,8.8,9.4,8.75
Stefan Bajčetić,2000082598.0,9.2,8.7,9.2,9.0,9.1,8.0
Xisco Cardona,2000572821.0,13.15,13.55,13.15,12.85,13.05,13.15
Juan Pérez,67217545.0,8.95,7.95,8.95,6.65,7.85,7.05
Cristo,67211796.0,11.5,12.3,11.5,12.2,12.4,12.8
Álex López,67257948.0,11.8,11.5,11.8,11.0,11.5,10.7
Lubomir Toth,2000626733.0,11.6,11.0,11.6,12.6,12.4,11.8
