Match,Player,UID
GK,Gautier Larsonneur,85133818
#GK,Predrag Rajković,62076152
#DR,Aaron Wan-Bissaka,28100123
#DR,Ivo Gujinović,2000565341
#DR,Sheldon Peltier,2000187635
#DR,Cristhian Mosquera,2000030816
#DR,Luís Pereira,2000188430
#DR,Josema,2000439264
DC,Enrico Brancadori,2000436507
DC,Rubén Iranzo,2000032467
#DC,Urko González de Zárate,2000058330
DC,Mouctar Diakhaby,48036643
#DC,Nicolas Cozza,49037761
#DC,Cristhian Mosquera,2000030816
#DC,Hugo Montañana,2000034349
#DC,Georges Teixeira,2000187375
#DC,Josema,2000439264
#DL,Rubén Iranzo,2000032467
#DL,José Gayà,67178177
#DL,Ivo Gujinović,2000565341
#DL,Sheldon Peltier,2000187635
#DL,Nicolas Cozza,49037761
#DL,Hugo Montañana,2000034349
WBR,Aaron Wan-Bissaka,28100123
#WBR,Morten Thorsby,53098756
#WBR,Josema,2000439264
#DM,Urko González de Zárate,2000058330
#DM,Morten Thorsby,53098756
#DM,Orkun Kökçü,37061602
#DM,Mouctar Diakhaby,48036643
#DM,Rodri,67217524
#DM,Georges Teixeira,2000187375
#DM,Josema,2000439264
WBL,José Gayà,67178177
#WBL,Sheldon Peltier,2000187635
#WBL,Hugo Montañana,2000034349
#MR,Morten Thorsby,53098756
#MR,Nico Serrano,67295206
#MR,Aron Ehlers,2000194937
#MR,Malcom,19229435
#MR,Josema,2000439264
#MC,Urko González de Zárate,2000058330
MC,Morten Thorsby,53098756
#MC,Orkun Kökçü,37061602
MC,Sérgio Mané,2000507867
MC,Rodri,67217524
#MC,Damián Ribera,2000193186
#MC,Josema,2000439264
#ML,José Gayà,67178177
#ML,Sérgio Mané,2000507867
#ML,Nico Serrano,67295206
#ML,Malcom,19229435
#ML,Hugo Montañana,2000034349
#AMR,Morten Thorsby,53098756
#AMR,Gabriel Jesus,19220266
#AMR,Nico Serrano,67295206
#AMR,Aron Ehlers,2000194937
#AMR,Malcom,19229435
#AMC,Orkun Kökçü,37061602
#AMC,Sérgio Mané,2000507867
#AMC,Gabriel Jesus,19220266
#AMC,Nico Serrano,67295206
#AMC,Malcom,19229435
#AMC,Adrian,2000193185
#AMC,Damián Ribera,2000193186
#AML,Sérgio Mané,2000507867
#AML,Gabriel Jesus,19220266
#AML,Nico Serrano,67295206
#AML,Malcom,19229435
#AML,Hugo Montañana,2000034349
#AML,Adrian,2000193185
#AML,Damián Ribera,2000193186
#STC,Bartol Barišić,24065111
STC,Gabriel Jesus,19220266
#STC,Joaquín Salgado,2000272916
STC,Nico Serrano,67295206
#STC,Adrian,2000193185
