Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Sérgio Mané,2000507867.0,14.3,14.1,11.0,13.9,14.3,14.6,15.5,12.9
Urko González de Zárate,2000058330.0,11.3,11.6,12.1,12.1,12.5,11.0,11.5,13.0
Rubén Iranzo,2000032467.0,13.6,13.4,13.3,13.4,13.7,13.3,13.5,14.2
Gautier Larsonneur,85133818.0,12.85,10.75,11.25,11.45,12.45,10.6,11.35,11.85
José Gayà,67178177.0,15.0,15.1,13.5,15.2,15.0,15.5,15.1,14.8
Morten Thorsby,53098756.0,12.8,11.85,14.3,13.75,13.75,12.05,11.65,14.0
Orkun Kökçü,37061602.0,13.4,13.3,11.5,13.3,13.4,14.3,14.4,12.3
Aaron Wan-Bissaka,28100123.0,11.7,11.2,14.9,12.7,12.2,11.6,11.7,13.9
Bartol Barišić,24065111.0,13.2,12.9,11.6,13.4,12.9,13.7,13.8,12.1
Gabriel Jesus,19220266.0,14.1,13.6,12.2,14.1,13.9,14.5,14.8,12.9
Enrico Brancadori,2000436507.0,14.9,13.8,14.2,13.7,14.3,13.7,14.5,14.4
Salvador Poveda,2000137183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivo Gujinović,2000565341.0,13.45,12.25,14.5,14.1,14.0,12.0,13.05,14.95
Damián Ribera,2000193186.0,14.15,14.25,10.55,15.15,15.05,15.6,15.7,13.55
Sheldon Peltier,2000187635.0,13.4,13.3,12.9,13.3,13.3,13.3,13.7,12.7
Mouctar Diakhaby,48036643.0,12.95,11.5,14.4,12.65,13.0,10.75,11.5,13.85
Georges Teixeira,2000187375.0,11.95,11.8,13.65,12.6,12.95,11.15,11.3,13.6
Nico Serrano,67295206.0,11.95,12.0,9.1,11.95,11.85,14.05,14.7,10.75
Rodri,67217524.0,14.6,13.6,13.2,14.3,14.5,13.6,13.7,14.6
Predrag Rajković,62076152.0,11.2,9.9,12.05,10.8,11.45,9.7,10.3,11.3
Nicolas Cozza,49037761.0,13.5,13.1,13.2,13.4,13.5,13.1,13.2,13.6
Joaquín Salgado,2000272916.0,11.8,11.4,9.8,13.1,12.5,13.0,13.4,11.2
Aron Ehlers,2000194937.0,14.0,13.45,11.15,13.65,13.7,13.9,13.85,12.35
Cristhian Mosquera,2000030816.0,11.85,10.8,12.6,11.45,11.9,10.15,10.8,12.95
