Player,UID,CD,BPD,NNCB,Lib
Sérgio Mané,2000507867.0,10.1,11.2,10.0,12.9
Urko González de Zárate,2000058330.0,12.2,13.1,12.7,12.1
Rubén Iranzo,2000032467.0,14.3,14.6,13.7,14.1
Gautier Larsonneur,85133818.0,10.05,9.8,9.25,9.85
José Gayà,67178177.0,11.8,12.2,11.5,14.7
Morten Thorsby,53098756.0,13.6,13.05,13.05,12.25
Orkun Kökçü,37061602.0,9.9,10.2,9.5,11.9
Aaron Wan-Bissaka,28100123.0,13.7,12.7,13.7,11.9
Bartol Barišić,24065111.0,11.4,11.7,11.2,11.5
Gabriel Jesus,19220266.0,11.0,11.3,10.8,12.7
Enrico Brancadori,2000436507.0,15.5,15.5,15.3,14.6
Salvador Poveda,2000137183.0,0.0,0.0,0.0,0.0
Ivo Gujinović,2000565341.0,13.7,12.45,12.8,12.5
Damián Ribera,2000193186.0,9.25,10.55,8.55,12.95
Sheldon Peltier,2000187635.0,12.7,12.5,12.8,12.7
Mouctar Diakhaby,48036643.0,14.4,13.9,14.6,12.2
Georges Teixeira,2000187375.0,13.5,13.3,13.7,12.0
Nico Serrano,67295206.0,9.05,10.45,9.1,11.15
Rodri,67217524.0,13.4,13.9,12.9,14.0
Predrag Rajković,62076152.0,11.05,10.35,10.7,9.65
Nicolas Cozza,49037761.0,13.1,13.1,12.7,13.2
Joaquín Salgado,2000272916.0,8.4,9.0,7.8,9.8
Aron Ehlers,2000194937.0,10.25,10.5,9.65,11.9
Cristhian Mosquera,2000030816.0,12.9,12.7,12.6,11.3
