Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Ander Cantero,2000200392.0,10.05,8.95,9.3,8.95,9.7,8.65,9.55,9.35
Miguel Loureiro,67210521.0,11.7,11.55,12.2,11.7,11.65,11.35,11.45,12.15
Isaac,2000681907.0,12.25,10.75,13.5,12.4,12.5,10.35,10.8,12.85
Anthony Maillard,2000662437.0,12.1,11.5,12.5,11.85,11.85,11.2,12.65,12.3
Hugo Bueno,28127371.0,11.4,10.7,9.8,11.1,11.3,11.1,10.8,11.0
José María Navarro,2000571796.0,9.5,10.05,8.55,9.85,10.05,12.0,11.45,8.7
Jesús Díaz,2000437762.0,13.95,13.05,12.1,14.6,14.3,13.6,14.8,13.55
Amador,2000440900.0,11.2,10.0,13.3,12.1,12.2,9.9,11.1,12.8
Jofre,67277677.0,10.15,10.75,9.05,11.6,11.05,11.5,11.7,10.6
Héctor Badía,2000569609.0,10.5,10.25,8.55,10.95,11.05,11.9,12.2,9.8
Miguel Embid,2000570458.0,10.6,10.3,7.9,11.55,10.95,11.7,13.35,9.2
Miguel López,2000714751.0,4.15,4.15,3.45,3.95,3.95,4.65,4.65,4.75
Emiliano Amor,14080997.0,11.4,11.0,12.3,11.0,11.6,10.5,10.5,11.6
Francisco Javier Sáiz,2000679747.0,6.5,7.8,4.4,7.9,7.7,8.9,7.6,5.7
Víctor Campuzano,67214684.0,12.85,12.8,10.3,12.85,12.4,13.55,13.45,11.65
Miguel Gómez,2000055060.0,11.4,11.6,11.7,11.4,11.7,11.0,9.9,11.7
Antonio Poo,2000076428.0,9.1,7.8,11.5,9.6,9.8,8.7,9.7,10.5
Èric Montes,95036004.0,10.4,9.2,12.8,11.2,11.2,8.8,10.0,12.1
Adrián Tellado,67260179.0,9.8,9.5,9.5,9.7,9.4,10.6,10.3,10.1
Harvey Woods,2000031620.0,9.3,8.8,10.15,10.6,11.2,9.5,10.2,10.05
Sergi Puig,67247577.0,9.9,8.35,8.6,8.15,8.9,7.55,7.85,8.6
Martí Vilà,67258410.0,6.9,6.1,6.55,7.9,7.9,5.3,5.3,8.4
Bryan Zaragoza,2000054263.0,8.1,8.8,7.8,9.5,9.3,10.5,11.1,8.1
Carlos Castro,2000444086.0,8.1,6.5,12.85,8.25,8.25,6.15,7.4,10.65
Jon Ander Garai,2000684546.0,10.2,8.9,6.8,10.9,11.4,11.4,11.5,8.1
