Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Ander Cantero,2000200392.0,14.0,11.62,8.0,10.25,11.5,1.0,13.75,12.0
Miguel Loureiro,67210521.0,2.5,11.5,14.75,13.75,2.25,2.5,2.5,3.0
Isaac,2000681907.0,0.0,10.88,10.5,12.75,0.0,0.0,0.0,0.0
Anthony Maillard,2000662437.0,3.0,14.12,9.5,13.75,2.5,3.0,1.5,2.5
Hugo Bueno,28127371.0,0.0,11.25,13.5,9.67,0.0,0.0,0.0,0.0
José María Navarro,2000571796.0,1.5,11.5,16.0,9.83,2.5,2.0,4.0,2.75
Jesús Díaz,2000437762.0,3.0,14.5,12.5,12.58,1.75,3.0,1.25,3.5
Amador,2000440900.0,0.0,14.25,11.5,13.83,0.0,0.0,0.0,0.0
Jofre,67277677.0,2.75,10.88,12.5,10.5,2.75,2.0,2.75,3.25
Héctor Badía,2000569609.0,0.0,11.12,15.0,9.92,0.0,0.0,0.0,0.0
Miguel Embid,2000570458.0,2.75,12.88,13.0,9.33,3.0,4.5,1.25,3.75
Miguel López,2000714751.0,6.75,5.12,7.75,5.67,7.0,3.5,14.0,9.75
Emiliano Amor,14080997.0,2.25,10.5,9.5,12.33,2.75,1.5,3.5,3.5
Francisco Javier Sáiz,2000679747.0,0.0,5.75,13.5,4.83,0.0,0.0,0.0,0.0
Víctor Campuzano,67214684.0,2.5,10.75,11.75,11.5,3.0,3.5,2.25,3.0
Miguel Gómez,2000055060.0,3.0,8.25,11.5,12.17,2.75,3.0,3.5,1.75
Antonio Poo,2000076428.0,0.0,11.5,16.0,12.17,0.0,0.0,0.0,0.0
Èric Montes,95036004.0,0.0,10.0,12.5,13.33,0.0,0.0,0.0,0.0
Adrián Tellado,67260179.0,0.0,9.25,11.5,11.67,0.0,0.0,0.0,0.0
Harvey Woods,2000031620.0,2.5,13.0,11.0,10.5,2.25,3.0,3.0,2.25
Sergi Puig,67247577.0,13.5,9.5,9.0,10.5,10.0,7.0,12.0,9.0
Martí Vilà,67258410.0,0.0,1.25,12.25,6.17,0.0,0.0,0.0,0.0
Bryan Zaragoza,2000054263.0,0.0,11.25,13.5,6.67,0.0,0.0,0.0,0.0
Carlos Castro,2000444086.0,0.0,14.0,11.5,12.08,0.0,0.0,0.0,0.0
Jon Ander Garai,2000684546.0,0.0,9.0,11.5,8.17,0.0,0.0,0.0,0.0
