Player,UID,CD,BPD,NNCB,Lib
Ander Cantero,2000200392.0,8.35,8.8,8.75,8.1
Miguel Loureiro,67210521.0,11.9,11.45,11.75,11.65
Isaac,2000681907.0,13.6,12.3,13.1,12.15
Anthony Maillard,2000662437.0,12.4,12.05,12.6,12.2
Hugo Bueno,28127371.0,10.1,10.5,9.9,10.3
José María Navarro,2000571796.0,7.95,8.3,8.15,8.5
Jesús Díaz,2000437762.0,10.45,11.15,10.05,12.7
Amador,2000440900.0,12.0,10.8,11.5,10.6
Jofre,67277677.0,7.9,8.2,7.45,10.15
Héctor Badía,2000569609.0,7.0,7.4,6.6,8.85
Miguel Embid,2000570458.0,8.2,8.75,7.8,9.75
Miguel López,2000714751.0,4.15,4.45,4.15,2.85
Emiliano Amor,14080997.0,12.1,11.8,12.5,11.4
Francisco Javier Sáiz,2000679747.0,2.9,5.3,4.0,5.5
Víctor Campuzano,67214684.0,8.7,9.45,8.95,11.6
Miguel Gómez,2000055060.0,12.8,12.1,12.4,11.1
Antonio Poo,2000076428.0,10.4,9.3,10.4,9.2
Èric Montes,95036004.0,12.3,11.2,12.1,10.9
Adrián Tellado,67260179.0,8.2,8.0,7.7,9.0
Harvey Woods,2000031620.0,7.65,7.15,7.95,6.75
Sergi Puig,67247577.0,7.7,7.3,7.7,7.25
Martí Vilà,67258410.0,8.35,9.2,8.2,7.5
Bryan Zaragoza,2000054263.0,5.1,6.6,5.9,7.6
Carlos Castro,2000444086.0,13.25,12.35,13.45,8.4
Jon Ander Garai,2000684546.0,4.6,4.8,4.0,7.3
