Player,UID,FB,WB,IWB,CWB,NNFB
Ander Cantero,2000200392.0,7.75,5.4,8.3,6.5,8.4
Miguel Loureiro,67210521.0,12.95,12.05,11.75,11.62,11.85
Isaac,2000681907.0,13.4,11.45,12.6,11.19,13.3
Anthony Maillard,2000662437.0,11.75,10.5,12.2,10.58,12.9
Hugo Bueno,28127371.0,11.1,11.4,10.7,11.54,10.0
José María Navarro,2000571796.0,8.7,9.6,8.55,10.0,8.15
Jesús Díaz,2000437762.0,12.45,11.8,12.5,12.62,11.45
Amador,2000440900.0,12.9,10.4,12.1,10.23,12.9
Jofre,67277677.0,10.25,10.55,9.85,10.73,8.75
Héctor Badía,2000569609.0,9.5,9.3,8.6,9.77,7.3
Miguel Embid,2000570458.0,9.1,9.95,8.85,10.62,7.65
Miguel López,2000714751.0,4.25,2.6,3.45,2.58,3.45
Emiliano Amor,14080997.0,11.1,10.0,11.8,10.23,12.2
Francisco Javier Sáiz,2000679747.0,4.8,7.9,5.4,8.77,4.4
Víctor Campuzano,67214684.0,10.6,10.4,10.8,11.04,9.8
Miguel Gómez,2000055060.0,11.2,10.7,11.2,10.92,11.3
Antonio Poo,2000076428.0,11.7,9.9,10.0,9.77,11.0
Èric Montes,95036004.0,12.8,10.6,11.5,10.31,12.5
Adrián Tellado,67260179.0,9.1,8.5,8.7,9.23,8.3
Harvey Woods,2000031620.0,8.85,8.95,8.45,9.19,9.05
Sergi Puig,67247577.0,8.1,4.85,7.7,5.27,7.8
Martí Vilà,67258410.0,9.1,6.95,7.5,7.38,7.0
Bryan Zaragoza,2000054263.0,7.4,9.3,7.5,10.38,7.0
Carlos Castro,2000444086.0,11.7,8.55,10.05,8.23,12.7
Jon Ander Garai,2000684546.0,6.6,7.7,6.9,9.31,4.9
