Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Ander Cantero,2000200392.0,7.8,7.8,7.8,7.8,6.45,6.45,7.0,7.0,6.67,6.67
Miguel Loureiro,67210521.0,11.1,11.1,11.1,11.1,11.7,11.7,10.4,10.4,11.5,11.5
Isaac,2000681907.0,11.7,11.7,11.7,11.7,10.75,10.75,10.55,10.55,11.21,11.21
Anthony Maillard,2000662437.0,11.85,11.85,11.85,11.85,9.95,9.95,11.35,11.35,10.04,10.04
Hugo Bueno,28127371.0,10.9,10.9,10.9,10.9,11.4,11.4,10.0,10.0,11.42,11.42
José María Navarro,2000571796.0,10.95,10.95,10.95,10.95,11.3,11.3,10.85,10.85,11.08,11.08
Jesús Díaz,2000437762.0,14.45,14.45,14.45,14.45,13.7,13.7,14.0,14.0,12.67,12.67
Amador,2000440900.0,11.2,11.2,11.2,11.2,11.3,11.3,10.6,10.6,10.92,10.92
Jofre,67277677.0,11.75,11.75,11.75,11.75,11.35,11.35,11.65,11.65,10.38,10.38
Héctor Badía,2000569609.0,12.1,12.1,12.1,12.1,12.55,12.55,11.3,11.3,11.88,11.88
Miguel Embid,2000570458.0,12.75,12.75,12.75,12.75,12.35,12.35,12.45,12.45,12.42,12.42
Miguel López,2000714751.0,3.5,3.5,3.5,3.5,2.45,2.45,3.5,3.5,3.12,3.12
Emiliano Amor,14080997.0,10.5,10.5,10.5,10.5,9.4,9.4,9.9,9.9,9.83,9.83
Francisco Javier Sáiz,2000679747.0,9.7,9.7,9.7,9.7,8.7,8.7,9.3,9.3,8.67,8.67
Víctor Campuzano,67214684.0,13.3,13.3,13.3,13.3,11.8,11.8,13.1,13.1,10.96,10.96
Miguel Gómez,2000055060.0,10.3,10.3,10.3,10.3,9.65,9.65,9.8,9.8,10.54,10.54
Antonio Poo,2000076428.0,9.1,9.1,9.1,9.1,10.3,10.3,8.2,8.2,10.0,10.0
Èric Montes,95036004.0,10.4,10.4,10.4,10.4,9.8,9.8,9.5,9.5,9.83,9.83
Adrián Tellado,67260179.0,10.1,10.1,10.1,10.1,10.8,10.8,9.9,9.9,10.17,10.17
Harvey Woods,2000031620.0,10.4,10.4,10.4,10.4,11.8,11.8,10.5,10.5,11.42,11.42
Sergi Puig,67247577.0,7.05,7.05,7.05,7.05,6.05,6.05,6.05,6.05,6.21,6.21
Martí Vilà,67258410.0,6.25,6.25,6.25,6.25,4.25,4.25,6.25,6.25,5.33,5.33
Bryan Zaragoza,2000054263.0,11.0,11.0,11.0,11.0,12.0,12.0,10.7,10.7,11.0,11.0
Carlos Castro,2000444086.0,6.7,6.7,6.7,6.7,7.75,7.75,6.7,6.7,8.83,8.83
Jon Ander Garai,2000684546.0,11.9,11.9,11.9,11.9,11.7,11.7,11.1,11.1,11.0,11.0
