Player,UID,DM,AM,BWM,HB,SV,RGA
Ander Cantero,2000200392.0,8.35,8.3,8.3,9.3,8.15,8.9
Miguel Loureiro,67210521.0,12.15,12.5,12.5,12.2,11.55,11.0
Isaac,2000681907.0,13.55,13.9,13.9,13.5,12.4,11.3
Anthony Maillard,2000662437.0,12.7,11.8,11.8,12.5,11.95,12.15
Hugo Bueno,28127371.0,10.6,10.1,10.1,9.8,11.2,10.7
José María Navarro,2000571796.0,7.6,7.35,7.35,8.55,8.8,9.65
Jesús Díaz,2000437762.0,12.7,12.7,12.7,12.1,12.65,14.2
Amador,2000440900.0,13.0,13.3,13.3,13.3,11.8,10.5
Jofre,67277677.0,9.75,9.4,9.4,9.05,9.75,11.2
Héctor Badía,2000569609.0,8.65,8.6,8.6,8.55,8.1,11.2
Miguel Embid,2000570458.0,8.35,8.05,8.05,7.9,8.7,11.55
Miguel López,2000714751.0,4.3,3.0,3.0,3.45,3.75,4.15
Emiliano Amor,14080997.0,11.4,11.5,11.5,12.3,11.4,10.7
Francisco Javier Sáiz,2000679747.0,4.5,3.3,3.3,4.4,5.6,7.5
Víctor Campuzano,67214684.0,10.4,10.05,10.05,10.3,10.9,13.15
Miguel Gómez,2000055060.0,11.2,11.4,11.4,11.7,11.0,10.55
Antonio Poo,2000076428.0,10.2,10.7,10.7,11.5,10.1,8.5
Èric Montes,95036004.0,12.5,12.9,12.9,12.8,11.2,9.8
Adrián Tellado,67260179.0,8.5,8.7,8.7,9.5,9.2,10.0
Harvey Woods,2000031620.0,8.95,8.75,8.75,10.15,8.45,9.0
Sergi Puig,67247577.0,8.1,7.8,7.8,8.6,7.4,9.05
Martí Vilà,67258410.0,8.5,8.0,8.0,6.55,7.5,6.1
Bryan Zaragoza,2000054263.0,6.3,6.5,6.5,7.8,7.5,9.0
Carlos Castro,2000444086.0,11.4,12.0,12.0,12.85,11.1,6.5
Jon Ander Garai,2000684546.0,5.8,6.7,6.7,6.8,6.4,9.7
