Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Ander Cantero,2000200392.0,6.17,11.62,8.0,7.67,3.83,7.33,7.75,10.25
Miguel Loureiro,67210521.0,12.0,11.5,14.75,9.67,8.67,9.5,10.5,13.75
Isaac,2000681907.0,13.83,10.88,10.5,9.5,6.67,10.67,13.5,12.75
Anthony Maillard,2000662437.0,13.0,14.12,9.5,10.5,8.5,10.17,10.5,13.75
Hugo Bueno,28127371.0,11.33,11.25,13.5,11.33,7.0,11.0,11.5,9.67
José María Navarro,2000571796.0,3.67,11.5,16.0,10.67,12.83,11.0,10.0,9.83
Jesús Díaz,2000437762.0,9.83,14.5,12.5,14.0,11.5,15.67,7.5,12.58
Amador,2000440900.0,10.33,14.25,11.5,10.67,6.67,7.0,9.0,13.83
Jofre,67277677.0,7.83,10.88,12.5,10.0,10.67,12.0,5.5,10.5
Héctor Badía,2000569609.0,2.5,11.12,15.0,13.33,8.83,12.0,8.5,9.92
Miguel Embid,2000570458.0,4.83,12.88,13.0,12.5,10.5,14.17,12.75,9.33
Miguel López,2000714751.0,1.5,5.12,7.75,1.5,1.0,1.0,6.5,5.67
Emiliano Amor,14080997.0,12.33,10.5,9.5,11.33,8.67,8.33,12.0,12.33
Francisco Javier Sáiz,2000679747.0,0.0,5.75,13.5,9.33,9.0,11.0,8.5,4.83
Víctor Campuzano,67214684.0,6.83,10.75,11.75,13.0,12.67,12.5,6.75,11.5
Miguel Gómez,2000055060.0,12.0,8.25,11.5,9.5,8.67,9.33,15.0,12.17
Antonio Poo,2000076428.0,10.0,11.5,16.0,8.0,5.67,9.0,8.5,12.17
Èric Montes,95036004.0,13.0,10.0,12.5,8.0,5.0,9.33,10.0,13.33
Adrián Tellado,67260179.0,4.67,9.25,11.5,10.33,10.0,11.33,7.0,11.67
Harvey Woods,2000031620.0,4.5,13.0,11.0,10.0,8.33,10.67,9.5,10.5
Sergi Puig,67247577.0,4.33,9.5,9.0,8.0,3.17,4.33,7.0,10.5
Martí Vilà,67258410.0,11.83,1.25,12.25,2.33,0.0,6.5,10.75,6.17
Bryan Zaragoza,2000054263.0,2.0,11.25,13.5,11.67,7.67,14.67,6.0,6.67
Carlos Castro,2000444086.0,11.67,14.0,11.5,2.5,3.5,6.83,14.25,12.08
Jon Ander Garai,2000684546.0,0.0,9.0,11.5,14.33,11.0,14.67,7.5,8.17
