Match,Player,UID
#GK,Ander Cantero,2000200392
#GK,Miguel López,2000714751
#GK,Sergi Puig,67247577
#DR,Miguel Loureiro,67210521
#DR,Isaac,2000681907
#DR,Amador,2000440900
#DR,Èric Montes,95036004
#DR,Adrián Tellado,67260179
#DC,Isaac,2000681907
#DC,Anthony Maillard,2000662437
#DC,Emiliano Amor,14080997
#DC,Miguel Gómez,2000055060
#DC,Èric Montes,95036004
#DC,Carlos Castro,2000444086
#DL,Isaac,2000681907
#DL,Hugo Bueno,28127371
#DL,Antonio Poo,2000076428
#DL,Martí Vilà,67258410
#WBR,Miguel Loureiro,67210521
#WBR,Adrián Tellado,67260179
#DM,Amador,2000440900
#DM,Miguel Gómez,2000055060
#DM,Èric Montes,95036004
#WBL,Hugo Bueno,28127371
#WBL,Antonio Poo,2000076428
#WBL,Martí Vilà,67258410
#MR,José María Navarro,2000571796
#MR,Bryan Zaragoza,2000054263
#MC,Hugo Bueno,28127371
#MC,Jesús Díaz,2000437762
#MC,Amador,2000440900
#MC,Francisco Javier Sáiz,2000679747
#MC,Miguel Gómez,2000055060
#MC,Èric Montes,95036004
#MC,Jon Ander Garai,2000684546
#ML,Jofre,67277677
#ML,Víctor Campuzano,67214684
#ML,Bryan Zaragoza,2000054263
#AMR,José María Navarro,2000571796
#AMR,Jofre,67277677
#AMR,Héctor Badía,2000569609
#AMR,Miguel Embid,2000570458
#AMR,Francisco Javier Sáiz,2000679747
#AMR,Víctor Campuzano,67214684
#AMR,Harvey Woods,2000031620
#AMC,Jesús Díaz,2000437762
#AMC,Miguel Embid,2000570458
#AMC,Francisco Javier Sáiz,2000679747
#AMC,Adrián Tellado,67260179
#AMC,Harvey Woods,2000031620
#AMC,Bryan Zaragoza,2000054263
#AMC,Jon Ander Garai,2000684546
#AML,Jofre,67277677
#AML,Héctor Badía,2000569609
#AML,Víctor Campuzano,67214684
#AML,Harvey Woods,2000031620
#AML,Bryan Zaragoza,2000054263
#STC,José María Navarro,2000571796
#STC,Jesús Díaz,2000437762
#STC,Jofre,67277677
#STC,Héctor Badía,2000569609
#STC,Miguel Embid,2000570458
#STC,Víctor Campuzano,67214684
#STC,Adrián Tellado,67260179
#STC,Harvey Woods,2000031620
