Player,UID,AMC,AP,T,SS,AM,EG
Ander Cantero,2000200392.0,8.6,7.75,8.6,7.0,7.8,7.55
Miguel Loureiro,67210521.0,11.7,10.9,11.7,10.4,11.1,10.3
Isaac,2000681907.0,12.2,11.9,12.2,10.55,11.7,10.95
Anthony Maillard,2000662437.0,11.5,11.1,11.5,11.35,11.85,11.4
Hugo Bueno,28127371.0,10.7,11.1,10.7,10.0,10.9,11.1
José María Navarro,2000571796.0,10.15,10.45,10.15,10.85,10.95,10.8
Jesús Díaz,2000437762.0,14.4,14.9,14.4,14.0,14.45,14.85
Amador,2000440900.0,12.3,11.7,12.3,10.6,11.2,11.0
Jofre,67277677.0,11.55,11.95,11.55,11.65,11.75,11.35
Héctor Badía,2000569609.0,11.7,12.75,11.7,11.3,12.1,12.2
Miguel Embid,2000570458.0,11.3,12.4,11.3,12.45,12.75,13.4
Miguel López,2000714751.0,3.45,2.65,3.45,3.5,3.5,1.65
Emiliano Amor,14080997.0,10.9,10.5,10.9,9.9,10.5,10.1
Francisco Javier Sáiz,2000679747.0,8.8,9.6,8.8,9.3,9.7,9.3
Víctor Campuzano,67214684.0,12.7,12.9,12.7,13.1,13.3,12.4
Miguel Gómez,2000055060.0,11.3,10.65,11.3,9.8,10.3,9.15
Antonio Poo,2000076428.0,10.0,9.7,10.0,8.2,9.1,9.4
Èric Montes,95036004.0,10.9,10.4,10.9,9.5,10.4,9.4
Adrián Tellado,67260179.0,10.9,11.0,10.9,9.9,10.1,10.7
Harvey Woods,2000031620.0,10.7,11.4,10.7,10.5,10.4,11.3
Sergi Puig,67247577.0,8.15,7.35,8.15,6.05,7.05,6.45
Martí Vilà,67258410.0,5.8,5.8,5.8,6.25,6.25,3.6
Bryan Zaragoza,2000054263.0,10.1,11.1,10.1,10.7,11.0,12.3
Carlos Castro,2000444086.0,7.15,5.75,7.15,6.7,6.7,6.55
Jon Ander Garai,2000684546.0,12.6,14.0,12.6,11.1,11.9,13.0
