,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,AMC_attrs,Acc,6.0,11.0,13.0,14.0,15.0,18.0
1,AMC_attrs,Agi,5.0,12.5,13.5,15.0,16.5,19.0
2,AMC_attrs,Pac,5.0,12.0,13.0,14.0,15.0,18.0
3,AMC_attrs,Wor,5.5,11.0,12.0,13.5,15.0,18.0
4,AMC_attrs,Jum,2.0,7.0,9.0,11.0,13.0,19.0
5,AMC_attrs,Fir,7.0,12.0,14.0,15.0,16.0,19.0
6,AMC_attrs,Dri,3.0,10.0,12.0,13.5,15.0,18.5
7,AMC_attrs,Cmp,4.5,11.5,12.5,13.5,15.0,19.0
8,AMC_attrs,Sta,4.0,11.5,12.5,13.5,14.5,17.5
9,AMC_attrs,Pos,2.5,6.0,7.5,9.0,11.0,15.0
10,AMC_attrs,Cnt,3.5,7.5,9.0,10.0,12.0,15.0
11,AMC_attrs,Fre,1.5,7.5,9.5,11.0,13.0,17.5
12,AMC_attrs,Cor,2.0,7.0,8.5,9.5,11.0,16.0
13,AMC_attrs,Fin,3.5,8.0,9.0,10.0,12.0,17.0
14,AMC_attrs,OtB,7.0,11.0,13.0,14.0,15.0,18.5
15,AMC_attrs,Pas,5.5,11.5,13.0,14.0,15.0,18.5
16,AMC_attrs,Tec,7.0,13.0,14.5,15.5,16.0,19.5
17,AMC_attrs,Ant,4.0,11.0,12.5,13.5,14.5,17.5
18,AMC_attrs,Dec,6.5,11.5,13.0,14.0,15.0,18.0
19,AMC_attrs,Lon,3.5,9.5,11.0,12.0,13.0,17.0
20,AMC_attrs,Fla,4.0,12.0,13.0,14.5,16.0,19.0
21,AMC_attrs,Tck,2.0,5.0,6.5,8.0,10.0,14.0
22,AMC_attrs,Hea,2.5,7.0,8.0,9.0,11.0,16.0
23,AMC_attrs,Agg,3.5,8.0,9.5,11.0,13.0,18.5
24,AMC_attrs,Bra,2.5,7.0,9.0,10.5,12.5,19.0
25,AMC_attrs,Bal,6.5,12.0,13.0,14.5,16.0,19.0
26,AMC_attrs,Str,4.0,9.0,10.0,12.0,13.0,15.0
27,AMC_attrs,Det,3.5,11.5,13.0,14.5,15.5,20.0
28,AMC_attrs,Mar,1.0,4.5,6.0,7.5,9.0,16.5
29,AMC_attrs,Vis,5.0,11.5,13.0,14.5,15.5,20.0
30,AMC_attrs,Tea,5.0,10.0,11.5,13.0,14.5,19.0
31,AMC_attrs,Cro,2.5,7.0,9.0,10.0,12.0,18.0
32,AMC_attrs,Ldr,1.0,5.5,8.0,10.0,12.0,18.5
33,AMC_attrs,Nat,6.0,11.0,13.0,14.0,15.0,18.5
34,AMC_attrs,L Th,0.0,3.5,5.0,6.0,7.5,16.0
35,AMC_attrs,Pen,0.0,6.5,8.0,9.5,11.5,17.0
36,AMC_attrs,Aer,0.0,1.5,2.0,2.5,3.0,5.5
37,AMC_attrs,Cmd,0.0,1.5,2.0,2.5,3.0,5.5
38,AMC_attrs,Com,0.0,1.5,2.0,2.5,3.5,5.5
39,AMC_attrs,Ecc,0.0,2.0,2.0,2.5,3.0,5.5
40,AMC_attrs,Han,0.0,1.5,2.0,2.5,3.0,5.0
41,AMC_attrs,Kic,0.0,1.5,2.0,2.5,3.0,5.0
42,AMC_attrs,Pun,0.0,1.5,2.0,2.5,3.0,5.5
43,AMC_attrs,1v1,0.0,1.5,2.0,2.5,3.0,5.5
44,AMC_attrs,Ref,0.0,1.5,2.0,2.5,3.0,5.0
45,AMC_attrs,TRO,0.0,1.5,2.0,2.5,3.0,5.0
46,AMC_attrs,Thr,0.0,1.5,2.0,2.5,3.0,5.5
47,AMC_attrs,Age,18.0,21.0,22.0,23.0,28.0,37.0
