,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,MC_attrs,Acc,6.0,11.0,12.5,13.0,15.0,18.0
1,MC_attrs,Agi,5.0,12.0,13.5,15.0,16.0,18.5
2,MC_attrs,Pac,5.0,11.0,12.5,13.0,14.0,18.0
3,MC_attrs,Wor,5.5,11.0,13.0,14.0,15.0,18.0
4,MC_attrs,Jum,2.0,7.5,9.5,12.0,14.0,19.0
5,MC_attrs,Fir,6.0,12.0,13.0,14.0,15.0,18.0
6,MC_attrs,Dri,5.0,9.0,11.0,12.0,14.0,18.5
7,MC_attrs,Cmp,5.5,10.0,12.0,13.0,14.5,19.0
8,MC_attrs,Sta,4.0,11.5,13.0,14.0,15.0,18.0
9,MC_attrs,Pos,0.0,7.0,9.0,11.0,13.0,17.0
10,MC_attrs,Cnt,2.5,8.0,10.0,11.5,13.0,16.5
11,MC_attrs,Fre,0.0,6.5,9.0,10.5,12.5,17.0
12,MC_attrs,Cor,0.0,6.5,8.0,9.0,11.0,18.0
13,MC_attrs,Fin,2.5,6.5,8.0,9.0,11.0,15.0
14,MC_attrs,OtB,4.0,9.5,11.0,13.0,14.5,18.5
15,MC_attrs,Pas,7.0,12.0,13.0,15.0,16.0,18.0
16,MC_attrs,Tec,6.5,12.0,14.0,15.0,16.0,18.5
17,MC_attrs,Ant,0.0,11.0,12.5,13.5,15.0,17.5
18,MC_attrs,Dec,4.5,11.5,13.0,14.0,15.0,18.0
19,MC_attrs,Lon,3.5,9.0,10.0,11.0,12.5,17.0
20,MC_attrs,Fla,2.0,9.0,12.0,13.0,15.0,18.5
21,MC_attrs,Tck,0.0,6.5,8.5,10.5,12.5,18.0
22,MC_attrs,Hea,2.5,7.0,8.0,9.0,11.0,17.5
23,MC_attrs,Agg,3.5,8.5,10.5,12.0,14.0,19.0
24,MC_attrs,Bra,2.5,7.0,9.0,11.5,14.0,19.0
25,MC_attrs,Bal,6.5,12.0,13.5,14.5,16.0,19.0
26,MC_attrs,Str,4.0,10.0,11.0,12.0,13.0,17.0
27,MC_attrs,Det,2.5,11.5,13.0,14.5,15.5,19.0
28,MC_attrs,Mar,0.0,6.0,8.0,9.5,12.0,16.5
29,MC_attrs,Vis,5.0,11.0,13.0,14.0,16.0,20.0
30,MC_attrs,Tea,4.5,10.5,12.0,13.0,15.0,19.0
31,MC_attrs,Cro,2.0,7.0,8.5,9.5,11.0,18.0
32,MC_attrs,Ldr,1.0,6.0,8.5,10.5,13.0,18.5
33,MC_attrs,Nat,6.0,11.5,13.0,14.0,15.5,18.5
34,MC_attrs,L Th,0.0,4.0,5.0,6.5,8.0,16.5
35,MC_attrs,Pen,0.0,6.0,7.5,9.0,11.0,17.0
36,MC_attrs,Aer,0.0,1.5,2.0,2.5,3.0,6.0
37,MC_attrs,Cmd,0.0,1.5,2.0,2.5,3.0,6.0
38,MC_attrs,Com,0.0,1.5,2.0,2.5,3.0,5.5
39,MC_attrs,Ecc,0.0,2.0,2.0,2.5,3.0,5.5
40,MC_attrs,Han,0.0,1.5,2.0,2.5,3.0,5.0
41,MC_attrs,Kic,0.0,1.5,2.0,2.5,3.0,5.5
42,MC_attrs,Pun,0.0,1.5,2.0,2.5,3.0,5.5
43,MC_attrs,1v1,0.0,1.5,2.0,2.5,3.0,5.5
44,MC_attrs,Ref,0.0,2.0,2.0,2.5,3.0,5.5
45,MC_attrs,TRO,0.0,1.5,2.0,2.5,3.0,5.0
46,MC_attrs,Thr,0.0,1.5,2.0,2.5,3.0,5.5
47,MC_attrs,Age,18.0,21.0,22.0,23.0,29.0,37.0
