,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,WBR_abis,Aerial,3.0,7.0,9.0,12.0,14.0,16.0
1,WBR_abis,Awareness,7.17,10.67,11.83,12.67,13.5,15.0
2,WBR_abis,Clearing,5.0,8.0,8.5,9.5,11.0,16.0
3,WBR_abis,Closing,4.75,9.25,11.0,12.0,13.0,14.5
4,WBR_abis,Control,7.5,10.0,11.25,12.25,13.5,15.5
5,WBR_abis,Creativity,5.83,10.5,11.33,12.0,13.0,15.33
6,WBR_abis,Crossing,7.33,9.67,11.0,11.83,12.67,15.33
7,WBR_abis,Decision,8.5,11.5,12.5,12.75,13.5,15.5
8,WBR_abis,Defensive,4.75,9.25,11.0,12.0,13.0,14.5
9,WBR_abis,Dribbling,6.0,10.0,11.0,11.5,13.0,15.0
10,WBR_abis,Focus,0.0,10.0,12.0,12.5,13.25,15.0
11,WBR_abis,Endeavour,8.25,10.88,12.0,13.0,14.0,16.75
12,WBR_abis,Intelligence,7.1,10.8,11.6,12.0,12.8,14.6
13,WBR_abis,Marking,3.17,9.33,11.0,12.0,12.83,14.33
14,WBR_abis,Mobility,5.0,12.5,13.38,14.0,15.25,17.0
15,WBR_abis,Movement,8.67,11.5,12.33,13.0,13.67,15.0
16,WBR_abis,Off The Ball,0.0,9.0,11.0,12.5,13.5,17.0
17,WBR_abis,Passing,7.75,10.25,11.75,12.5,13.25,15.5
18,WBR_abis,Physical,3.5,11.0,11.75,13.0,13.75,17.5
19,WBR_abis,Shooting,3.83,7.0,8.67,9.5,10.67,14.0
20,WBR_abis,Tackling,4.5,10.5,12.0,12.0,14.0,16.0
