,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,AML_attrs,Acc,8.0,13.0,14.0,15.0,16.0,19.0
1,AML_attrs,Agi,9.0,13.5,14.5,16.0,17.0,20.0
2,AML_attrs,Pac,8.0,12.5,14.0,14.0,15.0,18.0
3,AML_attrs,Wor,5.0,10.5,12.0,13.0,14.5,18.0
4,AML_attrs,Jum,4.0,7.0,8.0,11.0,13.0,18.0
5,AML_attrs,Fir,8.0,12.0,13.0,14.0,15.0,19.0
6,AML_attrs,Dri,3.0,11.5,13.0,14.5,15.5,19.0
7,AML_attrs,Cmp,6.0,10.5,12.0,13.0,14.0,18.0
8,AML_attrs,Sta,6.5,11.0,12.5,13.5,14.5,18.5
9,AML_attrs,Pos,0.0,5.5,6.5,8.0,10.0,13.5
10,AML_attrs,Cnt,2.5,7.5,9.5,11.0,12.0,16.0
11,AML_attrs,Fre,0.0,6.5,9.0,10.5,12.0,16.5
12,AML_attrs,Cor,0.0,7.0,8.5,10.0,11.5,16.0
13,AML_attrs,Fin,3.0,7.0,9.0,11.0,13.0,17.0
14,AML_attrs,OtB,5.0,11.5,13.0,14.0,15.5,18.5
15,AML_attrs,Pas,6.5,11.0,12.0,13.0,15.0,18.5
16,AML_attrs,Tec,7.5,13.0,14.0,15.0,16.0,18.0
17,AML_attrs,Ant,0.0,10.5,12.0,13.0,14.5,17.5
18,AML_attrs,Dec,4.5,10.5,12.0,13.0,14.0,18.0
19,AML_attrs,Lon,3.5,8.0,10.0,11.0,13.0,17.0
20,AML_attrs,Fla,4.5,12.0,13.0,14.5,16.0,18.5
21,AML_attrs,Tck,0.0,4.0,5.5,6.5,8.5,15.5
22,AML_attrs,Hea,3.0,7.0,8.0,9.0,11.0,16.0
23,AML_attrs,Agg,3.5,8.0,9.0,11.0,13.0,18.5
24,AML_attrs,Bra,2.5,7.5,9.0,11.0,12.0,18.5
25,AML_attrs,Bal,5.5,11.5,13.0,14.0,15.5,19.0
26,AML_attrs,Str,4.5,9.0,10.0,11.0,12.0,17.0
27,AML_attrs,Det,3.5,11.5,13.0,14.0,15.0,19.0
28,AML_attrs,Mar,0.0,3.5,5.5,7.0,8.5,13.0
29,AML_attrs,Vis,2.0,9.5,11.5,13.0,14.5,18.0
30,AML_attrs,Tea,4.5,9.5,11.5,12.0,14.0,18.0
31,AML_attrs,Cro,3.5,9.0,10.5,12.0,13.0,16.0
32,AML_attrs,Ldr,1.5,6.0,8.0,10.0,12.0,18.5
33,AML_attrs,Nat,6.0,11.5,13.0,14.0,15.0,19.0
34,AML_attrs,L Th,0.0,3.5,5.0,6.0,8.0,16.0
35,AML_attrs,Pen,0.0,6.0,8.0,9.5,12.0,17.0
36,AML_attrs,Aer,0.0,1.5,2.0,2.5,3.0,5.5
37,AML_attrs,Cmd,0.0,2.0,2.0,2.5,3.0,4.5
38,AML_attrs,Com,0.0,1.5,2.0,2.5,3.0,5.0
39,AML_attrs,Ecc,0.0,2.0,2.0,2.5,3.5,5.0
40,AML_attrs,Han,0.0,1.5,2.0,2.5,3.0,5.5
41,AML_attrs,Kic,0.0,2.0,2.0,2.5,3.5,5.5
42,AML_attrs,Pun,0.0,2.0,2.5,3.0,3.5,5.5
43,AML_attrs,1v1,0.0,2.0,2.0,2.5,3.0,5.5
44,AML_attrs,Ref,0.0,1.5,2.0,2.5,3.0,5.0
45,AML_attrs,TRO,0.0,1.5,2.0,2.5,3.0,5.0
46,AML_attrs,Thr,0.0,1.5,2.0,2.5,3.0,5.5
47,AML_attrs,Age,19.0,21.0,23.0,25.0,29.0,34.0
