,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,STC_attrs,Acc,8.0,12.0,14.0,15.0,16.0,19.0
1,STC_attrs,Agi,6.0,12.5,14.0,15.0,16.5,20.0
2,STC_attrs,Pac,6.0,12.0,13.0,14.0,15.0,18.0
3,STC_attrs,Wor,4.5,10.0,11.5,12.5,14.5,18.0
4,STC_attrs,Jum,4.0,7.0,10.0,13.0,14.0,18.0
5,STC_attrs,Fir,7.0,12.0,13.0,15.0,16.0,19.0
6,STC_attrs,Dri,3.0,11.0,12.5,14.0,15.0,19.0
7,STC_attrs,Cmp,6.0,11.5,12.5,13.5,15.0,18.5
8,STC_attrs,Sta,6.5,11.5,12.5,13.5,15.0,18.5
9,STC_attrs,Pos,0.0,5.0,6.5,7.5,9.0,13.5
10,STC_attrs,Cnt,2.5,7.0,8.5,10.0,11.5,16.0
11,STC_attrs,Fre,0.0,7.0,9.0,10.5,12.5,17.5
12,STC_attrs,Cor,0.0,6.5,7.5,9.0,10.5,15.0
13,STC_attrs,Fin,4.0,9.0,11.0,13.0,15.0,18.5
14,STC_attrs,OtB,7.0,12.0,13.0,14.0,15.5,18.0
15,STC_attrs,Pas,5.5,10.0,11.5,12.0,14.0,17.0
16,STC_attrs,Tec,10.0,13.0,14.0,15.0,16.0,19.5
17,STC_attrs,Ant,0.0,10.5,12.0,13.0,14.5,17.5
18,STC_attrs,Dec,4.5,11.0,12.0,13.0,14.5,18.5
19,STC_attrs,Lon,3.5,8.5,10.0,11.0,12.5,17.0
20,STC_attrs,Fla,7.0,12.0,13.5,15.0,16.0,19.0
21,STC_attrs,Tck,0.0,3.5,4.5,5.5,7.0,12.5
22,STC_attrs,Hea,3.0,8.0,10.0,11.0,13.0,19.0
23,STC_attrs,Agg,3.5,8.0,9.5,11.5,13.0,18.5
24,STC_attrs,Bra,2.5,7.0,9.0,10.0,12.0,19.0
25,STC_attrs,Bal,3.5,12.0,13.5,15.0,16.0,19.0
26,STC_attrs,Str,5.0,9.0,11.0,12.0,13.0,18.0
27,STC_attrs,Det,3.5,11.5,13.0,14.5,16.0,20.0
28,STC_attrs,Mar,0.0,3.5,4.5,6.0,7.5,12.0
29,STC_attrs,Vis,4.0,9.5,11.0,12.0,13.5,17.0
30,STC_attrs,Tea,4.0,9.0,11.0,12.0,14.0,19.0
31,STC_attrs,Cro,3.5,7.0,8.5,10.0,12.0,15.0
32,STC_attrs,Ldr,1.5,5.0,8.0,10.0,12.0,16.5
33,STC_attrs,Nat,6.0,11.5,13.0,14.0,15.5,19.0
34,STC_attrs,L Th,0.0,3.0,4.5,5.5,7.0,16.0
35,STC_attrs,Pen,1.0,6.0,8.0,10.0,12.0,18.0
36,STC_attrs,Aer,0.0,1.5,2.0,2.5,3.0,5.5
37,STC_attrs,Cmd,0.0,1.5,2.0,2.5,3.5,5.5
38,STC_attrs,Com,0.0,1.5,2.0,2.5,3.0,4.5
39,STC_attrs,Ecc,0.0,1.5,2.0,2.5,3.0,5.5
40,STC_attrs,Han,0.0,2.0,2.0,2.5,3.5,5.5
41,STC_attrs,Kic,0.0,1.5,2.0,2.5,3.0,5.5
42,STC_attrs,Pun,0.0,1.5,2.0,2.5,3.5,5.0
43,STC_attrs,1v1,0.0,1.5,2.0,2.5,3.0,5.5
44,STC_attrs,Ref,0.0,1.5,2.0,2.5,3.5,5.0
45,STC_attrs,TRO,0.0,1.5,2.0,2.5,3.0,5.0
46,STC_attrs,Thr,0.0,1.5,2.0,2.5,3.0,5.5
47,STC_attrs,Age,17.0,21.0,22.0,23.0,26.0,35.0
