,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,GK_abis,Aerial,6.5,13.0,15.0,16.0,17.5,19.0
1,GK_abis,Awareness,1.33,7.67,9.33,10.5,12.33,16.67
2,GK_abis,Clearing,0.0,1.5,2.0,2.5,5.5,9.5
3,GK_abis,Closing,5.0,8.5,10.0,11.5,13.0,17.0
4,GK_abis,Control,2.5,4.5,5.5,7.0,9.25,12.0
5,GK_abis,Creativity,4.67,8.0,8.67,9.33,10.5,13.67
6,GK_abis,Crossing,1.5,5.33,6.0,6.83,7.67,10.33
7,GK_abis,Decision,3.25,10.0,11.0,12.0,13.25,17.5
8,GK_abis,Defensive,5.0,8.5,10.0,11.5,13.0,17.0
9,GK_abis,Dribbling,0.75,3.5,4.25,5.0,6.5,8.0
10,GK_abis,Focus,3.5,8.5,10.25,11.25,12.75,16.0
11,GK_abis,Endeavour,5.0,9.5,10.62,11.25,12.12,15.0
12,GK_abis,Intelligence,2.9,7.8,8.9,9.6,10.8,13.6
13,GK_abis,Marking,4.33,6.33,7.5,8.33,9.5,12.33
14,GK_abis,Mobility,5.5,10.0,11.0,11.75,12.5,14.25
15,GK_abis,Movement,4.83,9.67,11.17,12.0,13.0,16.33
16,GK_abis,Off The Ball,0.0,2.0,2.5,3.0,4.0,9.5
17,GK_abis,Passing,2.25,6.75,8.0,9.0,10.0,14.5
18,GK_abis,Physical,5.0,9.0,10.5,11.25,12.5,16.0
19,GK_abis,Shooting,0.5,2.83,3.83,4.33,5.17,9.0
20,GK_abis,Tackling,0.0,1.5,2.0,2.5,3.0,7.0
