,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,WBL_abis,Aerial,5.0,8.0,10.0,12.0,13.0,16.0
1,WBL_abis,Awareness,4.67,11.17,12.17,12.67,13.17,15.5
2,WBL_abis,Clearing,3.0,8.0,9.0,10.0,12.0,15.0
3,WBL_abis,Closing,5.75,10.5,11.5,12.5,13.0,15.5
4,WBL_abis,Control,8.25,11.5,12.0,13.0,14.0,15.5
5,WBL_abis,Creativity,1.83,11.0,11.83,12.5,13.33,15.33
6,WBL_abis,Crossing,7.5,11.0,11.83,12.67,13.33,15.67
7,WBL_abis,Decision,5.25,12.0,12.5,13.25,14.0,16.0
8,WBL_abis,Defensive,5.75,10.5,11.5,12.5,13.0,15.5
9,WBL_abis,Dribbling,7.5,10.75,11.25,12.0,12.75,15.75
10,WBL_abis,Focus,5.0,10.5,12.0,13.0,13.5,15.75
11,WBL_abis,Endeavour,8.88,11.0,12.25,13.0,14.0,16.25
12,WBL_abis,Intelligence,4.3,11.0,11.5,12.4,13.0,14.4
13,WBL_abis,Marking,4.67,10.33,11.67,12.33,12.83,15.33
14,WBL_abis,Mobility,8.88,12.75,13.38,14.0,14.5,17.75
15,WBL_abis,Movement,3.5,12.0,12.83,13.33,14.0,15.0
16,WBL_abis,Off The Ball,3.5,8.0,10.0,12.5,14.0,17.0
17,WBL_abis,Passing,7.5,11.5,12.5,13.0,13.5,16.0
18,WBL_abis,Physical,9.0,11.5,12.0,12.75,14.0,16.5
19,WBL_abis,Shooting,4.17,8.33,9.5,10.17,11.33,14.67
20,WBL_abis,Tackling,2.0,11.0,12.0,12.0,13.0,18.0
