,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,ML_attrs,Acc,6.0,13.0,14.0,15.0,16.0,19.0
1,ML_attrs,Agi,5.0,12.5,14.0,15.5,17.0,20.0
2,ML_attrs,Pac,5.0,12.0,13.0,14.0,15.0,18.0
3,ML_attrs,Wor,5.0,11.0,12.0,13.0,15.0,17.5
4,ML_attrs,Jum,4.0,7.0,9.0,11.0,13.0,19.0
5,ML_attrs,Fir,7.0,11.0,13.0,14.0,15.0,17.0
6,ML_attrs,Dri,5.0,10.0,12.0,13.0,15.0,19.0
7,ML_attrs,Cmp,6.5,10.0,11.5,13.0,14.0,17.0
8,ML_attrs,Sta,7.0,11.0,13.0,13.5,14.5,18.0
9,ML_attrs,Pos,3.0,6.0,7.5,9.0,11.5,17.0
10,ML_attrs,Cnt,3.0,8.0,10.0,11.5,13.0,16.0
11,ML_attrs,Fre,2.0,6.0,8.5,10.0,12.0,16.5
12,ML_attrs,Cor,2.5,6.5,8.0,9.5,11.5,15.0
13,ML_attrs,Fin,2.5,6.0,7.0,10.0,12.0,16.0
14,ML_attrs,OtB,5.0,10.0,12.0,13.5,15.0,17.0
15,ML_attrs,Pas,8.0,11.0,12.0,13.0,14.5,18.5
16,ML_attrs,Tec,6.5,12.0,13.0,15.0,16.0,18.0
17,ML_attrs,Ant,3.0,10.5,12.0,13.0,14.0,17.5
18,ML_attrs,Dec,5.0,11.0,12.0,13.0,14.5,18.0
19,ML_attrs,Lon,3.5,8.0,9.5,11.0,13.0,17.0
20,ML_attrs,Fla,3.5,11.0,12.5,13.5,15.0,18.0
21,ML_attrs,Tck,1.5,4.5,6.0,8.5,11.0,18.0
22,ML_attrs,Hea,3.0,6.0,8.0,9.0,11.0,15.0
23,ML_attrs,Agg,5.0,8.5,10.0,12.0,13.0,18.0
24,ML_attrs,Bra,3.0,7.5,9.5,11.0,12.5,18.0
25,ML_attrs,Bal,6.0,12.0,13.0,14.5,16.0,19.0
26,ML_attrs,Str,5.0,9.0,10.0,11.0,12.0,17.0
27,ML_attrs,Det,6.0,12.0,13.0,14.5,15.5,19.0
28,ML_attrs,Mar,1.0,4.0,6.5,8.0,11.0,16.0
29,ML_attrs,Vis,2.0,9.5,11.0,13.0,14.0,20.0
30,ML_attrs,Tea,4.5,10.0,11.5,12.5,14.0,18.5
31,ML_attrs,Cro,3.5,9.0,10.5,12.0,13.5,18.0
32,ML_attrs,Ldr,1.5,5.5,8.0,9.5,12.0,18.5
33,ML_attrs,Nat,6.5,11.5,13.5,14.0,15.0,19.0
34,ML_attrs,L Th,1.0,5.0,5.5,7.0,9.5,15.0
35,ML_attrs,Pen,2.5,6.0,7.5,9.0,10.5,16.0
36,ML_attrs,Aer,1.0,1.5,2.0,2.5,3.0,6.0
37,ML_attrs,Cmd,1.0,1.5,2.0,2.5,3.0,5.0
38,ML_attrs,Com,1.0,2.0,2.0,2.5,3.0,5.5
39,ML_attrs,Ecc,1.0,1.5,2.0,2.5,3.0,5.0
40,ML_attrs,Han,1.0,1.5,2.0,2.5,3.0,5.5
41,ML_attrs,Kic,1.0,2.0,2.0,2.5,3.0,4.5
42,ML_attrs,Pun,1.0,1.5,2.5,3.0,3.5,5.5
43,ML_attrs,1v1,1.0,2.0,2.0,2.5,3.0,5.0
44,ML_attrs,Ref,1.0,2.0,2.0,2.5,3.0,5.5
45,ML_attrs,TRO,1.0,1.5,2.0,2.5,3.0,5.0
46,ML_attrs,Thr,1.0,1.5,2.0,2.5,3.0,5.0
47,ML_attrs,Age,18.0,21.0,23.0,26.0,30.0,37.0
