,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,MR_abis,Aerial,2.0,7.0,9.0,11.0,13.0,18.0
1,MR_abis,Awareness,6.83,10.5,12.0,12.83,13.83,16.0
2,MR_abis,Clearing,3.0,6.0,8.0,9.0,11.0,16.0
3,MR_abis,Closing,4.5,8.25,9.5,10.75,12.0,14.0
4,MR_abis,Control,8.25,12.25,13.5,14.5,15.5,17.5
5,MR_abis,Creativity,5.83,10.67,12.17,13.33,14.0,16.33
6,MR_abis,Crossing,6.0,11.33,12.33,13.0,14.0,17.67
7,MR_abis,Decision,7.75,10.75,11.75,12.5,13.75,15.5
8,MR_abis,Defensive,4.5,8.25,9.5,10.75,12.0,14.0
9,MR_abis,Dribbling,7.0,11.5,12.75,14.5,15.5,17.0
10,MR_abis,Focus,5.0,8.5,10.5,11.5,12.5,15.0
11,MR_abis,Endeavour,7.25,10.0,11.25,12.0,13.0,16.75
12,MR_abis,Intelligence,7.5,10.8,12.0,13.0,13.6,16.4
13,MR_abis,Marking,3.0,7.33,8.5,9.67,11.0,13.5
14,MR_abis,Mobility,6.75,12.88,13.88,14.5,15.25,17.88
15,MR_abis,Movement,8.17,10.67,12.0,12.67,13.5,15.67
16,MR_abis,Off The Ball,2.5,10.5,12.5,13.5,15.0,18.5
17,MR_abis,Passing,9.0,12.0,13.25,14.0,15.0,17.5
18,MR_abis,Physical,7.5,10.5,11.5,12.5,13.75,17.0
19,MR_abis,Shooting,4.33,9.5,11.0,12.0,13.0,16.33
20,MR_abis,Tackling,2.0,4.5,6.0,8.0,10.5,18.0
