,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,AMR_attrs,Acc,6.0,13.0,14.0,15.0,16.0,19.0
1,AMR_attrs,Agi,5.0,13.5,15.0,16.0,17.0,20.0
2,AMR_attrs,Pac,5.0,13.0,14.0,15.0,16.0,18.0
3,AMR_attrs,Wor,5.5,10.5,11.5,13.0,15.0,18.0
4,AMR_attrs,Jum,2.0,7.0,9.0,11.0,13.0,19.0
5,AMR_attrs,Fir,7.5,12.0,13.0,14.0,15.0,19.0
6,AMR_attrs,Dri,3.0,11.0,13.0,14.0,16.0,19.0
7,AMR_attrs,Cmp,4.5,10.5,12.0,13.0,14.5,18.5
8,AMR_attrs,Sta,5.0,11.5,13.0,14.0,14.5,18.5
9,AMR_attrs,Pos,0.0,5.5,7.0,8.0,9.0,13.5
10,AMR_attrs,Cnt,2.5,7.5,8.5,10.0,11.5,15.0
11,AMR_attrs,Fre,1.5,6.5,9.0,10.5,12.5,16.5
12,AMR_attrs,Cor,2.0,6.5,8.0,9.5,11.0,16.0
13,AMR_attrs,Fin,2.0,7.0,9.0,10.5,13.0,17.0
14,AMR_attrs,OtB,4.0,11.5,13.0,14.0,15.0,18.5
15,AMR_attrs,Pas,5.5,10.5,12.0,13.0,14.0,18.0
16,AMR_attrs,Tec,8.0,13.0,14.0,15.0,16.0,18.5
17,AMR_attrs,Ant,4.0,10.5,12.0,13.0,14.0,17.0
18,AMR_attrs,Dec,4.0,10.5,12.0,13.0,14.0,18.0
19,AMR_attrs,Lon,3.0,8.0,10.0,11.0,13.0,17.0
20,AMR_attrs,Fla,3.5,11.5,13.0,14.5,16.0,19.0
21,AMR_attrs,Tck,1.0,3.5,5.0,6.0,8.0,15.0
22,AMR_attrs,Hea,3.0,7.0,8.0,10.0,12.0,16.0
23,AMR_attrs,Agg,3.5,8.0,9.0,11.0,13.0,18.5
24,AMR_attrs,Bra,2.5,7.0,9.0,10.0,12.0,19.0
25,AMR_attrs,Bal,5.5,11.5,13.0,14.5,16.0,19.0
26,AMR_attrs,Str,4.5,9.0,10.0,11.0,12.0,15.0
27,AMR_attrs,Det,3.5,11.0,13.0,14.0,16.0,19.0
28,AMR_attrs,Mar,0.0,3.5,5.5,7.0,8.5,13.0
29,AMR_attrs,Vis,5.5,9.5,11.0,13.0,14.0,20.0
30,AMR_attrs,Tea,4.0,9.0,11.0,12.0,14.0,19.0
31,AMR_attrs,Cro,3.5,8.5,10.0,11.5,13.0,18.0
32,AMR_attrs,Ldr,1.5,5.0,7.5,9.5,12.0,17.5
33,AMR_attrs,Nat,5.0,11.5,13.0,14.0,15.5,19.0
34,AMR_attrs,L Th,1.0,3.5,5.0,6.0,8.0,16.0
35,AMR_attrs,Pen,1.5,6.0,7.5,9.0,11.5,17.0
36,AMR_attrs,Aer,0.0,1.5,2.0,2.5,3.0,6.0
37,AMR_attrs,Cmd,0.0,1.5,2.0,2.5,3.0,5.5
38,AMR_attrs,Com,0.0,1.5,2.0,2.5,3.0,5.5
39,AMR_attrs,Ecc,0.0,1.5,2.0,3.0,3.5,5.5
40,AMR_attrs,Han,0.0,1.5,2.0,2.5,3.0,5.0
41,AMR_attrs,Kic,0.0,1.5,2.0,2.5,3.5,5.5
42,AMR_attrs,Pun,0.0,1.5,2.0,2.5,3.0,5.5
43,AMR_attrs,1v1,0.0,1.5,2.0,2.5,3.0,5.5
44,AMR_attrs,Ref,0.0,1.5,2.0,2.5,3.0,5.0
45,AMR_attrs,TRO,0.0,1.5,2.0,2.5,3.0,5.0
46,AMR_attrs,Thr,0.0,1.5,2.0,2.5,3.5,5.5
47,AMR_attrs,Age,17.0,21.0,22.0,23.0,28.0,37.0
