,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,DL_attrs,Acc,5.0,12.0,13.0,14.0,15.0,18.0
1,DL_attrs,Agi,6.0,11.5,13.0,14.0,15.5,20.0
2,DL_attrs,Pac,5.5,11.5,13.0,14.0,14.5,18.0
3,DL_attrs,Wor,6.5,11.5,12.5,14.0,15.0,17.5
4,DL_attrs,Jum,3.0,8.0,11.0,13.0,15.0,20.0
5,DL_attrs,Fir,5.5,9.5,11.0,12.0,13.0,16.0
6,DL_attrs,Dri,1.5,6.5,8.5,9.5,11.5,16.0
7,DL_attrs,Cmp,3.5,9.0,10.5,12.0,13.0,17.5
8,DL_attrs,Sta,3.0,12.5,13.0,14.0,15.0,19.0
9,DL_attrs,Pos,3.5,10.5,12.0,13.0,14.0,19.0
10,DL_attrs,Cnt,5.0,11.5,13.0,13.5,14.5,18.0
11,DL_attrs,Fre,0.0,4.0,5.0,6.5,8.0,18.0
12,DL_attrs,Cor,0.0,4.5,6.0,7.0,9.0,13.5
13,DL_attrs,Fin,0.0,4.0,6.0,7.0,7.5,13.0
14,DL_attrs,OtB,2.5,7.0,9.0,10.0,12.5,17.0
15,DL_attrs,Pas,6.0,9.0,11.0,12.0,13.0,17.0
16,DL_attrs,Tec,5.5,10.0,12.0,13.0,14.0,17.0
17,DL_attrs,Ant,0.0,10.5,12.0,13.0,15.0,18.0
18,DL_attrs,Dec,0.0,12.0,12.5,14.0,15.0,17.5
19,DL_attrs,Lon,2.0,5.5,7.0,8.5,10.0,15.5
20,DL_attrs,Fla,2.0,6.0,8.0,9.5,12.0,17.5
21,DL_attrs,Tck,6.5,12.0,12.0,13.0,14.0,18.0
22,DL_attrs,Hea,3.0,8.0,9.0,11.0,13.0,16.0
23,DL_attrs,Agg,3.5,9.0,10.5,12.0,13.5,18.5
24,DL_attrs,Bra,4.5,10.5,12.0,13.5,15.5,19.0
25,DL_attrs,Bal,7.0,12.0,13.0,14.0,15.0,19.0
26,DL_attrs,Str,5.0,10.0,11.0,12.0,13.0,17.0
27,DL_attrs,Det,3.5,11.5,13.0,14.0,15.0,20.0
28,DL_attrs,Mar,0.0,10.0,12.0,12.0,13.0,16.0
29,DL_attrs,Vis,4.5,8.0,9.5,10.5,12.0,16.0
30,DL_attrs,Tea,7.5,11.0,12.0,13.0,14.5,19.5
31,DL_attrs,Cro,0.0,6.5,8.0,10.0,12.5,17.0
32,DL_attrs,Ldr,2.0,6.0,9.0,10.5,12.5,17.0
33,DL_attrs,Nat,5.0,11.5,13.5,14.5,15.5,19.0
34,DL_attrs,L Th,0.0,6.5,8.5,10.0,12.0,16.5
35,DL_attrs,Pen,0.0,4.5,6.0,7.0,8.5,12.5
36,DL_attrs,Aer,0.0,1.5,2.0,2.5,3.0,5.5
37,DL_attrs,Cmd,0.0,1.5,2.0,2.5,3.0,5.0
38,DL_attrs,Com,0.0,1.5,2.0,2.5,3.5,5.5
39,DL_attrs,Ecc,0.0,1.5,2.0,2.5,3.0,4.5
40,DL_attrs,Han,0.0,1.5,2.0,2.5,3.0,5.5
41,DL_attrs,Kic,0.0,1.5,2.0,2.5,3.0,5.5
42,DL_attrs,Pun,0.0,1.5,2.0,2.5,3.0,5.0
43,DL_attrs,1v1,0.0,1.5,2.0,2.5,3.5,4.5
44,DL_attrs,Ref,0.0,2.0,2.0,2.5,3.0,5.5
45,DL_attrs,TRO,0.0,1.5,2.0,2.5,3.0,5.0
46,DL_attrs,Thr,0.0,1.5,2.0,2.5,3.0,5.0
47,DL_attrs,Age,17.0,20.0,23.0,26.0,30.0,36.0
