,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,DR_attrs,Acc,5.0,11.0,13.0,14.0,15.0,18.0
1,DR_attrs,Agi,0.0,11.0,13.0,14.0,16.0,20.0
2,DR_attrs,Pac,5.5,11.0,12.0,14.0,15.0,18.0
3,DR_attrs,Wor,7.5,11.5,12.5,14.0,15.0,18.0
4,DR_attrs,Jum,3.0,9.0,12.0,13.0,15.0,19.5
5,DR_attrs,Fir,5.5,9.0,10.0,12.0,13.0,16.0
6,DR_attrs,Dri,0.0,6.5,8.5,10.0,11.5,15.0
7,DR_attrs,Cmp,0.0,9.0,10.5,12.0,13.0,17.0
8,DR_attrs,Sta,3.0,12.0,13.5,14.5,15.0,19.0
9,DR_attrs,Pos,4.0,10.0,12.0,13.0,14.0,17.0
10,DR_attrs,Cnt,0.0,11.0,12.5,14.0,14.5,18.0
11,DR_attrs,Fre,0.0,4.0,5.0,6.0,7.5,15.5
12,DR_attrs,Cor,0.0,4.5,5.5,7.0,8.0,11.5
13,DR_attrs,Fin,0.0,4.5,5.5,6.5,8.0,12.0
14,DR_attrs,OtB,0.0,6.5,8.0,10.5,12.5,17.0
15,DR_attrs,Pas,6.0,9.0,10.5,12.0,13.0,17.0
16,DR_attrs,Tec,5.5,9.0,11.5,12.0,14.0,17.0
17,DR_attrs,Ant,6.0,10.5,12.0,13.0,14.5,18.0
18,DR_attrs,Dec,6.5,11.0,12.0,14.0,15.0,18.0
19,DR_attrs,Lon,0.0,5.5,7.0,8.5,10.0,14.5
20,DR_attrs,Fla,0.0,6.0,7.5,10.0,11.5,17.5
21,DR_attrs,Tck,2.0,11.0,12.0,13.0,14.0,18.0
22,DR_attrs,Hea,4.5,8.0,9.0,11.0,12.0,16.0
23,DR_attrs,Agg,4.5,9.5,11.0,12.5,14.0,19.0
24,DR_attrs,Bra,0.0,10.5,13.0,14.5,16.5,19.5
25,DR_attrs,Bal,0.0,12.0,13.5,14.0,16.0,19.0
26,DR_attrs,Str,7.0,10.0,12.0,13.0,14.0,16.5
27,DR_attrs,Det,2.5,12.0,13.0,14.0,15.5,18.5
28,DR_attrs,Mar,3.5,10.0,11.5,13.0,13.0,17.0
29,DR_attrs,Vis,0.0,8.0,9.5,11.0,12.0,16.0
30,DR_attrs,Tea,7.5,10.5,12.0,13.0,15.0,19.0
31,DR_attrs,Cro,0.0,6.5,8.0,9.5,11.5,17.0
32,DR_attrs,Ldr,0.0,7.0,9.0,11.0,13.0,17.0
33,DR_attrs,Nat,0.0,11.5,13.5,14.5,16.0,19.0
34,DR_attrs,L Th,0.0,6.0,8.5,10.0,11.5,15.5
35,DR_attrs,Pen,0.0,4.5,6.5,7.0,8.5,12.5
36,DR_attrs,Aer,0.0,1.5,2.0,2.5,3.0,6.0
37,DR_attrs,Cmd,0.0,1.5,2.0,2.5,3.0,6.0
38,DR_attrs,Com,0.0,1.5,2.0,2.5,3.5,5.5
39,DR_attrs,Ecc,0.0,1.5,2.0,2.5,3.0,5.5
40,DR_attrs,Han,0.0,1.5,2.0,2.5,3.5,6.0
41,DR_attrs,Kic,0.0,1.5,2.0,2.5,3.5,5.0
42,DR_attrs,Pun,0.0,1.5,2.0,2.5,3.5,5.0
43,DR_attrs,1v1,0.0,2.0,2.0,2.5,3.0,5.5
44,DR_attrs,Ref,0.0,2.0,2.0,2.5,3.0,5.5
45,DR_attrs,TRO,0.0,1.5,2.0,2.5,3.5,5.0
46,DR_attrs,Thr,0.0,1.5,2.0,2.5,3.5,5.5
47,DR_attrs,Age,19.0,21.0,23.0,24.0,30.0,35.0
