,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,STC_abis,Aerial,4.0,7.0,10.0,13.0,14.0,18.0
1,STC_abis,Awareness,5.67,10.17,11.67,12.5,13.5,16.33
2,STC_abis,Clearing,3.0,8.0,10.0,11.0,13.0,19.0
3,STC_abis,Closing,4.25,8.75,9.75,10.5,11.75,14.5
4,STC_abis,Control,9.5,12.5,14.0,14.5,15.5,18.5
5,STC_abis,Creativity,4.67,11.67,12.83,13.67,14.33,17.67
6,STC_abis,Crossing,7.5,10.33,11.5,12.33,13.33,16.33
7,STC_abis,Decision,7.0,10.5,12.0,12.5,13.5,17.5
8,STC_abis,Defensive,4.25,8.75,9.75,10.5,11.75,14.5
9,STC_abis,Dribbling,8.25,12.5,13.5,14.5,15.5,18.5
10,STC_abis,Focus,5.5,9.75,10.75,11.5,12.75,15.75
11,STC_abis,Endeavour,7.12,10.12,11.0,12.0,12.75,17.0
12,STC_abis,Intelligence,6.2,11.0,12.2,13.0,13.6,16.2
13,STC_abis,Marking,2.83,7.33,8.17,9.0,10.0,12.67
14,STC_abis,Mobility,6.12,12.5,13.5,14.38,15.5,17.75
15,STC_abis,Movement,4.67,10.67,12.0,12.67,13.67,16.67
16,STC_abis,Off The Ball,7.0,12.0,13.0,14.0,15.5,18.0
17,STC_abis,Passing,9.0,12.0,12.75,13.5,14.5,17.5
18,STC_abis,Physical,5.75,11.0,12.0,13.5,14.5,17.5
19,STC_abis,Shooting,7.17,10.67,11.83,12.67,13.67,16.33
20,STC_abis,Tackling,0.0,3.5,4.5,5.5,7.0,12.5
