,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,AMR_abis,Aerial,2.0,7.0,9.0,11.0,13.0,19.0
1,AMR_abis,Awareness,6.67,10.17,11.67,12.67,13.5,16.0
2,AMR_abis,Clearing,3.0,7.0,8.0,10.0,12.0,16.0
3,AMR_abis,Closing,4.5,8.5,9.5,10.5,11.75,14.5
4,AMR_abis,Control,8.25,12.5,13.5,14.5,15.5,18.5
5,AMR_abis,Creativity,7.83,11.17,12.67,13.5,14.33,16.67
6,AMR_abis,Crossing,8.17,11.0,12.0,12.83,13.67,17.67
7,AMR_abis,Decision,7.75,10.75,11.75,12.5,13.5,16.0
8,AMR_abis,Defensive,4.5,8.5,9.5,10.5,11.75,14.5
9,AMR_abis,Dribbling,8.25,12.25,13.5,14.5,15.5,18.5
10,AMR_abis,Focus,5.0,9.5,10.5,11.5,12.75,15.5
11,AMR_abis,Endeavour,7.25,10.0,11.0,11.88,12.75,16.75
12,AMR_abis,Intelligence,8.8,10.8,12.2,13.0,13.6,16.4
13,AMR_abis,Marking,3.0,7.33,8.33,9.33,10.33,13.17
14,AMR_abis,Mobility,6.75,13.0,14.0,14.75,15.62,17.88
15,AMR_abis,Movement,8.0,10.67,11.83,12.67,13.5,15.67
16,AMR_abis,Off The Ball,4.0,11.5,13.0,14.0,15.0,18.5
17,AMR_abis,Passing,9.0,12.0,13.0,14.0,14.75,17.5
18,AMR_abis,Physical,7.5,10.5,11.75,12.75,13.75,16.5
19,AMR_abis,Shooting,6.0,10.0,11.0,12.33,13.0,16.33
20,AMR_abis,Tackling,1.0,3.5,5.0,6.0,8.0,15.0
