,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,DL_abis,Aerial,3.0,8.0,11.0,13.0,15.0,20.0
1,DL_abis,Awareness,5.33,10.33,11.5,12.33,13.33,15.5
2,DL_abis,Clearing,3.0,8.0,9.0,11.0,13.0,16.0
3,DL_abis,Closing,6.5,10.25,11.5,12.5,13.25,16.0
4,DL_abis,Control,6.75,9.75,11.25,12.0,13.25,16.5
5,DL_abis,Creativity,1.83,9.83,11.0,12.0,13.17,16.83
6,DL_abis,Crossing,5.5,9.17,10.33,11.5,12.83,15.67
7,DL_abis,Decision,5.25,12.0,12.5,13.25,14.0,17.75
8,DL_abis,Defensive,6.5,10.25,11.5,12.5,13.25,16.0
9,DL_abis,Dribbling,5.75,8.5,10.0,11.0,12.5,16.0
10,DL_abis,Focus,7.5,10.5,12.0,12.75,13.5,15.75
11,DL_abis,Endeavour,8.62,11.0,12.25,13.12,14.0,16.25
12,DL_abis,Intelligence,4.3,10.3,11.2,11.6,12.8,16.1
13,DL_abis,Marking,5.83,10.17,11.5,12.5,13.0,15.33
14,DL_abis,Mobility,6.75,12.25,13.25,13.75,14.5,18.25
15,DL_abis,Movement,3.5,11.5,12.5,13.33,14.0,16.17
16,DL_abis,Off The Ball,2.5,7.0,9.0,10.0,12.5,17.0
17,DL_abis,Passing,6.5,10.0,11.5,12.25,13.25,16.0
18,DL_abis,Physical,8.75,11.5,12.0,13.25,14.0,16.0
19,DL_abis,Shooting,4.17,7.0,8.17,9.17,10.17,14.67
20,DL_abis,Tackling,6.5,12.0,12.0,13.0,14.0,18.0
