,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,DR_abis,Aerial,3.0,9.0,12.0,13.0,15.0,19.5
1,DR_abis,Awareness,7.17,10.33,11.33,12.5,13.5,15.33
2,DR_abis,Clearing,4.5,8.0,9.0,11.0,12.0,16.0
3,DR_abis,Closing,5.0,10.0,11.25,12.25,13.25,15.25
4,DR_abis,Control,6.25,9.25,11.0,11.5,13.0,16.5
5,DR_abis,Creativity,5.83,9.67,11.0,12.0,13.0,16.83
6,DR_abis,Crossing,5.67,8.67,9.83,11.0,12.0,15.33
7,DR_abis,Decision,9.5,11.5,12.5,13.25,14.5,17.0
8,DR_abis,Defensive,5.0,10.0,11.25,12.25,13.25,15.25
9,DR_abis,Dribbling,5.5,8.25,9.75,11.0,12.5,16.0
10,DR_abis,Focus,0.0,10.25,12.0,12.75,13.5,15.0
11,DR_abis,Endeavour,7.62,11.25,12.62,13.5,14.5,17.5
12,DR_abis,Intelligence,7.1,10.2,11.0,11.7,12.8,16.1
13,DR_abis,Marking,6.0,10.33,11.33,12.33,13.17,15.0
14,DR_abis,Mobility,5.0,11.88,13.0,13.75,14.75,18.25
15,DR_abis,Movement,9.5,11.5,12.33,13.17,14.33,16.17
16,DR_abis,Off The Ball,0.0,6.5,8.0,10.5,12.5,17.0
17,DR_abis,Passing,7.0,9.75,10.75,12.0,13.0,16.0
18,DR_abis,Physical,3.5,11.25,12.5,13.5,14.25,17.5
19,DR_abis,Shooting,3.83,6.83,8.0,8.83,10.0,12.67
20,DR_abis,Tackling,2.0,11.0,12.0,13.0,14.0,18.0
