Player,UID,Acc,Agi,Pac,Wor,Jum,Fir,Dri,Cmp,Sta,Pos,Cnt,Fre,Cor,Fin,OtB,Pas,Tec,Ant,Dec,Lon,Fla,Tck,Hea,Agg,Bra,Bal,Str,Det,Mar,Vis,Tea,Cro,Ldr,Nat,L Th,Pen,Aer,Cmd,Com,Ecc,Han,Kic,Pun,1v1,Ref,TRO,Thr,Age
José Ángel Pillado,2000743514.0,3.0,12.5,6.5,0.0,0.0,2.0,0.0,2.0,0.0,2.5,9.0,0.0,0.0,0.0,0.0,3.5,0.0,5.5,9.0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,2.5,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,11.5,10.0,9.0,3.5,12.5,10.5,14.0,5.0,9.5,14.5,3.5,16.0
Eneko Aguilar,67297733.0,13.0,11.0,11.0,12.0,5.0,11.0,7.0,10.0,13.0,14.0,10.0,12.0,6.0,8.0,10.0,12.0,11.0,10.0,11.0,12.0,8.0,8.0,9.0,8.0,10.0,14.0,12.0,8.0,0.0,13.0,13.0,11.0,9.0,13.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
Miguel Prado,67276111.0,12.0,12.0,12.0,11.0,12.0,5.0,3.0,10.0,13.0,12.0,14.0,9.0,10.0,0.0,7.0,8.0,6.0,11.0,9.0,5.0,7.0,12.0,12.0,13.0,11.0,12.0,6.0,10.0,15.0,5.0,9.0,3.0,14.0,11.0,2.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
Juan Jesús Polo,2000194987.0,10.0,13.0,12.0,14.0,16.0,5.0,8.0,5.0,14.0,12.0,12.0,8.0,4.0,3.0,8.0,9.0,7.0,15.0,13.0,5.0,5.0,12.0,6.0,12.0,7.0,11.0,10.0,12.0,8.0,14.0,12.0,3.0,13.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
Julio Lizárraga,2000631089.0,9.0,0.0,13.0,9.0,15.0,5.0,0.0,4.0,10.0,8.0,13.0,0.0,0.0,0.0,0.0,4.0,9.0,12.0,10.0,0.0,0.0,14.0,14.0,7.0,0.0,0.0,12.0,15.0,15.0,0.0,16.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
David Mallor,2000202555.0,17.0,12.0,13.0,6.0,3.0,13.0,14.0,12.0,9.0,0.0,2.5,6.0,0.0,7.0,12.0,13.0,14.0,9.0,7.0,4.0,12.0,2.5,6.0,9.0,10.0,11.0,6.0,5.0,0.0,9.0,8.0,8.0,9.0,18.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Rayan Arkine,2000512092.0,17.5,14.0,14.5,7.5,6.5,7.5,9.0,10.5,8.5,0.0,0.0,0.0,0.0,6.5,12.0,12.5,7.5,0.0,6.5,6.5,8.5,0.0,11.5,12.5,4.5,7.5,9.5,13.5,0.0,9.5,5.5,12.5,0.0,15.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Amir Ibrahimovic,2000713014.0,9.0,0.0,4.0,18.0,13.0,5.0,0.0,0.0,17.0,10.5,0.0,0.0,0.0,7.5,0.0,9.0,11.5,0.0,0.0,13.5,3.5,7.5,4.5,9.0,0.0,0.0,10.0,11.0,0.0,3.0,10.5,3.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
Abderraman Rebbach,2000053956.0,14.0,15.0,13.0,10.0,12.0,13.0,12.0,4.0,8.0,7.0,11.0,7.0,12.0,7.0,8.0,12.0,10.0,6.0,12.0,6.0,15.0,4.0,7.0,6.0,6.0,8.0,4.0,13.0,0.0,6.0,8.0,11.0,5.0,13.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
Pierre Martínez,2000201715.0,14.0,15.0,12.0,15.0,9.0,13.0,11.0,12.0,14.0,0.0,3.0,9.0,0.0,8.0,12.0,16.0,15.0,11.0,13.0,7.0,12.0,5.0,5.0,17.0,8.0,16.0,8.0,11.0,0.0,10.0,12.0,11.0,13.0,14.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
David Guitián,2000048339.0,13.5,11.5,10.5,12.5,6.5,10.0,9.5,10.0,10.5,0.0,0.0,0.0,0.0,14.5,10.5,6.5,15.5,0.0,12.5,17.5,12.5,0.0,11.5,12.5,8.5,10.5,11.0,8.0,0.0,3.5,3.5,7.5,0.0,17.5,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
Abdel Soyinkou,2000713015.0,10.5,0.0,14.5,14.0,14.0,7.0,9.5,6.0,14.0,5.5,13.0,0.0,0.0,0.0,0.0,5.0,8.0,12.5,9.0,0.0,0.0,13.5,10.5,4.5,3.5,7.5,8.0,8.0,10.0,0.0,13.5,0.0,2.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
Sergio,2000713016.0,16.0,0.0,13.0,12.0,5.0,6.0,0.0,0.0,9.0,5.5,0.0,0.0,0.0,5.5,0.0,8.5,8.0,0.0,0.0,3.0,5.5,3.5,4.0,13.5,0.0,0.0,5.0,16.0,0.0,4.5,11.0,7.5,15.5,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
Erik Aguado,2000025945.0,14.0,14.0,13.0,11.0,4.0,13.0,11.0,9.0,7.0,0.0,7.0,8.0,0.0,8.0,11.0,8.0,12.0,4.0,12.0,10.0,8.0,2.5,6.0,10.0,10.0,8.0,5.0,14.0,0.0,6.0,6.0,10.0,10.0,14.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
Edu,2000713008.0,4.5,8.5,8.5,10.0,8.0,12.0,8.5,0.0,10.0,4.5,0.0,0.0,0.0,3.0,9.5,7.5,8.0,0.0,0.0,5.0,5.0,10.5,6.5,10.5,13.5,5.5,4.0,3.5,0.0,16.5,17.5,4.0,9.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
Eneko Magunazelaia,2000741128.0,9.5,0.0,7.0,13.0,11.5,9.0,0.0,8.0,8.0,11.5,5.5,0.0,0.0,0.0,0.0,9.5,8.0,4.5,13.0,0.0,0.0,9.0,5.0,10.5,0.0,0.0,7.0,11.0,6.5,0.0,12.0,0.0,5.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
Aitor Sicart,2000742072.0,6.5,0.0,10.5,8.0,9.0,10.0,0.0,0.0,10.0,3.5,0.0,0.0,0.0,3.0,0.0,8.5,10.0,0.0,0.0,4.5,10.0,9.5,7.5,9.5,0.0,0.0,4.0,2.5,0.0,16.5,13.5,3.0,4.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
Matej Simic,24046632.0,5.0,5.0,9.0,10.0,18.0,12.0,7.0,11.0,4.0,10.0,11.0,7.0,8.0,0.0,9.0,9.0,4.0,11.0,9.0,8.0,9.0,13.0,13.0,11.0,8.0,7.0,8.0,12.0,11.0,8.0,12.0,5.0,9.0,12.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
Ángel Jiménez,2000067577.0,9.0,9.0,10.0,8.0,15.0,3.0,0.0,7.0,2.0,6.0,14.0,0.0,0.0,0.0,0.0,7.0,5.0,11.0,14.0,0.0,0.0,0.0,0.0,4.0,15.0,8.0,7.0,7.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,15.0,11.0,11.0,6.0,10.0,12.0,5.0,14.0,13.0,13.0,7.0,26.0
