Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
José Ángel Pillado,2000743514.0,7.25,4.0,4.75,4.33,9.5,3.5,12.0,7.0
Eneko Aguilar,67297733.0,0.0,12.5,12.0,10.33,0.0,0.0,0.0,0.0
Miguel Prado,67276111.0,0.0,10.75,12.0,10.67,0.0,0.0,0.0,0.0
Juan Jesús Polo,2000194987.0,0.0,12.0,11.0,11.83,0.0,0.0,0.0,0.0
Julio Lizárraga,2000631089.0,0.0,5.5,11.0,11.0,0.0,0.0,0.0,0.0
David Mallor,2000202555.0,0.0,9.5,15.0,6.92,0.0,0.0,0.0,0.0
Rayan Arkine,2000512092.0,0.0,9.88,16.0,5.0,0.0,0.0,0.0,0.0
Amir Ibrahimovic,2000713014.0,0.0,6.75,6.5,3.58,0.0,0.0,0.0,0.0
Abderraman Rebbach,2000053956.0,0.0,8.75,13.5,9.33,0.0,0.0,0.0,0.0
Pierre Martínez,2000201715.0,0.0,13.25,13.0,9.67,0.0,0.0,0.0,0.0
David Guitián,2000048339.0,0.0,10.88,12.0,5.42,0.0,0.0,0.0,0.0
Abdel Soyinkou,2000713015.0,0.0,7.38,12.5,9.92,0.0,0.0,0.0,0.0
Sergio,2000713016.0,0.0,3.5,14.5,4.5,0.0,0.0,0.0,0.0
Erik Aguado,2000025945.0,0.0,8.5,13.5,8.83,0.0,0.0,0.0,0.0
Edu,2000713008.0,0.0,7.0,6.5,5.75,0.0,0.0,0.0,0.0
Eneko Magunazelaia,2000741128.0,0.0,3.75,8.25,7.67,0.0,0.0,0.0,0.0
Aitor Sicart,2000742072.0,0.0,3.5,8.5,2.67,0.0,0.0,0.0,0.0
Matej Simic,24046632.0,0.0,6.0,7.0,10.5,0.0,0.0,0.0,0.0
Ángel Jiménez,2000067577.0,13.5,6.5,9.5,11.5,11.0,6.0,12.5,9.5
