Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
José Ángel Pillado,2000743514.0,3.15,3.15,2.2,2.25,2.25,3.45,3.35,3.15
Eneko Aguilar,67297733.0,11.5,11.3,11.0,11.7,12.0,11.0,11.0,11.4
Miguel Prado,67276111.0,9.0,8.0,11.2,9.1,8.9,7.6,7.8,10.4
Juan Jesús Polo,2000194987.0,10.6,9.8,12.0,10.9,11.5,9.2,10.3,11.8
Julio Lizárraga,2000631089.0,8.5,6.1,10.1,8.3,8.3,4.4,4.0,10.1
David Mallor,2000202555.0,8.85,8.75,6.2,9.1,8.8,10.9,11.4,7.0
Rayan Arkine,2000512092.0,5.95,6.8,4.8,6.75,6.5,9.25,8.6,4.8
Amir Ibrahimovic,2000713014.0,5.6,4.2,8.25,8.15,8.45,3.15,2.85,7.75
Abderraman Rebbach,2000053956.0,8.6,9.6,7.0,9.4,9.2,9.7,10.2,9.1
Pierre Martínez,2000201715.0,10.7,10.4,9.3,12.1,11.9,12.8,13.2,10.2
David Guitián,2000048339.0,6.7,6.6,5.85,8.15,7.45,8.75,9.0,5.55
Abdel Soyinkou,2000713015.0,8.05,6.0,10.2,8.85,8.85,4.75,5.85,10.7
Sergio,2000713016.0,4.55,4.0,5.95,6.0,6.45,3.45,2.7,5.55
Erik Aguado,2000025945.0,7.6,8.3,6.25,8.4,7.9,9.9,9.9,7.05
Edu,2000713008.0,6.2,6.2,8.05,7.9,8.6,6.6,7.6,7.2
Eneko Magunazelaia,2000741128.0,8.0,6.1,8.1,8.85,8.85,5.2,4.4,9.5
Aitor Sicart,2000742072.0,6.2,5.15,5.8,6.35,8.0,4.8,4.5,6.3
Matej Simic,24046632.0,8.9,8.8,9.8,9.0,8.9,8.3,8.1,10.1
Ángel Jiménez,2000067577.0,7.7,6.0,7.5,6.4,6.4,5.6,5.7,7.3
