Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
José Ángel Pillado,2000743514.0,0.0,1.83,0.0,2.25,1.0,4.83,1.17,4.5,2.25,0.0,5.5,0.62,2.9,1.5,5.75,4.83,0.0,1.75,1.75,0.0,0.0
Eneko Aguilar,67297733.0,5.0,12.0,9.0,12.0,11.0,9.67,11.33,12.0,12.0,9.0,10.0,9.5,11.0,8.0,12.25,11.33,10.0,11.5,13.0,10.33,8.0
Miguel Prado,67276111.0,12.0,8.33,12.0,11.0,5.5,9.0,5.67,9.0,11.0,4.5,12.0,11.25,8.2,12.33,12.0,9.67,7.0,7.0,9.0,3.67,12.0
Juan Jesús Polo,2000194987.0,16.0,13.67,6.0,8.5,6.0,11.0,6.33,12.5,8.5,7.5,8.5,11.25,11.8,8.33,11.5,13.33,8.0,8.0,10.5,5.0,12.0
Julio Lizárraga,2000631089.0,15.0,9.33,14.0,6.0,7.0,7.33,4.33,13.0,6.0,4.5,8.5,7.75,7.6,9.0,5.5,12.67,0.0,6.5,6.0,3.0,14.0
David Mallor,2000202555.0,3.0,8.67,6.0,6.0,13.5,9.33,11.67,7.5,6.0,14.0,7.25,7.5,9.0,4.0,13.25,8.0,12.0,13.5,8.5,8.33,2.5
Rayan Arkine,2000512092.0,6.5,5.0,11.5,5.25,7.5,5.0,10.83,6.0,5.25,8.25,5.25,9.5,6.0,3.5,13.38,4.0,12.0,10.0,8.5,6.83,0.0
Amir Ibrahimovic,2000713014.0,13.0,4.5,4.5,5.25,8.25,1.17,7.83,5.25,5.25,5.75,0.0,9.5,3.4,3.5,3.25,3.5,0.0,10.25,5.0,10.83,7.5
Abderraman Rebbach,2000053956.0,12.0,6.67,7.0,5.5,11.5,11.0,11.0,10.0,5.5,11.0,7.5,8.75,9.4,3.67,12.5,8.67,8.0,11.0,6.0,7.67,4.0
Pierre Martínez,2000201715.0,9.0,11.0,5.0,6.0,14.0,12.0,14.0,12.5,6.0,13.0,7.5,12.75,11.6,4.0,14.25,12.0,12.0,15.5,12.0,10.0,5.0
David Guitián,2000048339.0,6.5,2.33,11.5,5.0,12.75,8.33,9.83,8.0,5.0,12.5,5.0,10.38,6.4,3.33,11.5,5.33,10.5,11.0,10.75,15.83,0.0
Abdel Soyinkou,2000713015.0,14.0,8.67,10.5,5.75,7.5,7.17,4.33,11.25,5.75,8.75,9.5,7.5,7.0,7.17,8.12,11.67,0.0,6.5,7.75,2.67,13.5
Sergio,2000713016.0,5.0,5.17,4.0,2.75,7.0,1.83,8.0,5.5,2.75,4.0,0.0,10.38,4.2,1.83,7.25,3.67,0.0,8.25,2.5,5.5,3.5
Erik Aguado,2000025945.0,4.0,5.33,6.0,4.5,12.5,8.0,10.0,9.0,4.5,11.5,8.0,11.25,7.2,3.0,12.25,7.33,11.0,10.0,6.5,10.0,2.5
Edu,2000713008.0,8.0,11.33,6.5,2.25,10.0,1.67,6.5,8.75,2.25,8.25,0.0,9.38,7.8,1.5,6.75,5.83,9.5,7.75,4.75,5.33,10.5
Eneko Magunazelaia,2000741128.0,11.5,5.5,5.0,9.75,8.5,5.83,5.83,12.5,9.75,4.0,6.75,8.62,5.9,8.67,4.12,9.83,0.0,8.75,3.5,2.67,9.0
Aitor Sicart,2000742072.0,9.0,10.0,7.5,1.75,10.0,3.33,7.17,6.75,1.75,5.0,0.0,5.0,8.0,1.17,4.25,4.5,0.0,9.25,2.0,5.83,9.5
Matej Simic,24046632.0,18.0,10.33,13.0,10.5,8.0,9.67,6.0,10.5,10.5,5.5,11.0,10.25,9.8,10.67,6.5,10.67,9.0,6.5,7.5,4.0,13.0
Ángel Jiménez,2000067577.0,15.0,6.33,0.0,6.5,4.0,8.33,4.0,11.0,6.5,2.5,10.5,8.5,6.6,4.33,9.0,11.0,0.0,6.0,7.5,1.67,0.0
