Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
José Ángel Pillado,2000743514.0,2.0,2.0,2.0,2.0,1.05,1.05,2.0,2.0,0.88,0.88
Eneko Aguilar,67297733.0,11.0,11.0,11.0,11.0,11.2,11.2,10.5,10.5,10.5,10.5
Miguel Prado,67276111.0,7.8,7.8,7.8,7.8,8.9,8.9,7.3,7.3,9.42,9.42
Juan Jesús Polo,2000194987.0,10.7,10.7,10.7,10.7,9.7,9.7,9.6,9.6,9.92,9.92
Julio Lizárraga,2000631089.0,5.9,5.9,5.9,5.9,5.7,5.7,5.9,5.9,7.17,7.17
David Mallor,2000202555.0,10.6,10.6,10.6,10.6,11.0,11.0,10.4,10.4,9.92,9.92
Rayan Arkine,2000512092.0,8.05,8.05,8.05,8.05,10.3,10.3,7.75,7.75,10.08,10.08
Amir Ibrahimovic,2000713014.0,6.35,6.35,6.35,6.35,6.5,6.5,6.8,6.8,6.88,6.88
Abderraman Rebbach,2000053956.0,9.7,9.7,9.7,9.7,10.7,10.7,9.8,9.8,10.5,10.5
Pierre Martínez,2000201715.0,13.0,13.0,13.0,13.0,12.9,12.9,12.8,12.8,11.92,11.92
David Guitián,2000048339.0,9.1,9.1,9.1,9.1,10.1,10.1,10.2,10.2,9.92,9.92
Abdel Soyinkou,2000713015.0,7.9,7.9,7.9,7.9,8.35,8.35,7.9,7.9,9.0,9.0
Sergio,2000713016.0,4.8,4.8,4.8,4.8,7.4,7.4,4.9,4.9,6.92,6.92
Erik Aguado,2000025945.0,9.5,9.5,9.5,9.5,9.9,9.9,9.7,9.7,9.08,9.08
Edu,2000713008.0,8.2,8.2,8.2,8.2,8.3,8.3,6.85,6.85,8.12,8.12
Eneko Magunazelaia,2000741128.0,6.5,6.5,6.5,6.5,4.95,4.95,6.5,6.5,5.5,5.5
Aitor Sicart,2000742072.0,6.3,6.3,6.3,6.3,6.15,6.15,4.95,4.95,6.5,6.5
Matej Simic,24046632.0,8.3,8.3,8.3,8.3,7.7,7.7,7.5,7.5,9.0,9.0
Ángel Jiménez,2000067577.0,5.0,5.0,5.0,5.0,4.5,4.5,5.0,5.0,5.0,5.0
