Match,Player,UID
#GK,José Ángel Pillado,2000743514
#GK,Ángel Jiménez,2000067577
#DR,Eneko Aguilar,67297733
#DR,Julio Lizárraga,2000631089
#DR,Abdel Soyinkou,2000713015
#DR,Eneko Magunazelaia,2000741128
#DC,Miguel Prado,67276111
#DC,Juan Jesús Polo,2000194987
#DC,Julio Lizárraga,2000631089
#DC,Matej Simic,24046632
#DL,Julio Lizárraga,2000631089
#DL,Abdel Soyinkou,2000713015
#WBR,Eneko Aguilar,67297733
#WBR,Abdel Soyinkou,2000713015
#DM,Juan Jesús Polo,2000194987
#DM,Amir Ibrahimovic,2000713014
#MR,Eneko Aguilar,67297733
#MR,David Mallor,2000202555
#MR,Rayan Arkine,2000512092
#MR,Abderraman Rebbach,2000053956
#MR,Erik Aguado,2000025945
#MC,Eneko Aguilar,67297733
#MC,Juan Jesús Polo,2000194987
#MC,Rayan Arkine,2000512092
#MC,Amir Ibrahimovic,2000713014
#MC,Pierre Martínez,2000201715
#MC,Edu,2000713008
#MC,Aitor Sicart,2000742072
#ML,Abderraman Rebbach,2000053956
#ML,Sergio,2000713016
#AMR,Eneko Aguilar,67297733
#AMR,David Mallor,2000202555
#AMR,Rayan Arkine,2000512092
#AMR,Abderraman Rebbach,2000053956
#AMR,Erik Aguado,2000025945
#AMC,Pierre Martínez,2000201715
#AMC,Aitor Sicart,2000742072
#AML,Abderraman Rebbach,2000053956
#AML,Pierre Martínez,2000201715
#AML,Sergio,2000713016
#STC,David Mallor,2000202555
#STC,Rayan Arkine,2000512092
#STC,David Guitián,2000048339
#STC,Erik Aguado,2000025945
