Player,UID,AMC,AP,T,SS,AM,EG
José Ángel Pillado,2000743514.0,2.35,1.45,2.35,2.0,2.0,0.65
Eneko Aguilar,67297733.0,11.6,11.4,11.6,10.5,11.0,11.1
Miguel Prado,67276111.0,8.7,8.0,8.7,7.3,7.8,7.7
Juan Jesús Polo,2000194987.0,10.8,10.1,10.8,9.6,10.7,9.5
Julio Lizárraga,2000631089.0,7.6,6.3,7.6,5.9,5.9,3.7
David Mallor,2000202555.0,9.35,10.3,9.35,10.4,10.6,11.3
Rayan Arkine,2000512092.0,7.7,8.55,7.7,7.75,8.05,9.0
Amir Ibrahimovic,2000713014.0,7.4,7.75,7.4,6.8,6.35,6.7
Abderraman Rebbach,2000053956.0,9.8,10.2,9.8,9.8,9.7,10.2
Pierre Martínez,2000201715.0,12.3,13.2,12.3,12.8,13.0,13.4
David Guitián,2000048339.0,8.5,9.75,8.5,10.2,9.1,10.15
Abdel Soyinkou,2000713015.0,8.35,7.05,8.35,7.9,7.9,6.5
Sergio,2000713016.0,5.9,6.45,5.9,4.9,4.8,5.35
Erik Aguado,2000025945.0,9.3,9.4,9.3,9.7,9.5,9.5
Edu,2000713008.0,9.1,9.6,9.1,6.85,8.2,9.25
Eneko Magunazelaia,2000741128.0,7.8,7.25,7.8,6.5,6.5,4.75
Aitor Sicart,2000742072.0,7.65,8.65,7.65,4.95,6.3,7.3
Matej Simic,24046632.0,8.8,8.6,8.8,7.5,8.3,7.9
Ángel Jiménez,2000067577.0,6.1,4.7,6.1,5.0,5.0,3.3
