Player,UID,FB,WB,IWB,CWB,NNFB
Kacper Kozłowski,96145145.0,12.25,11.85,12.95,12.42,10.85
Lorenzo Gaetani,2000508210.0,10.7,9.4,10.2,9.54,11.7
Luan Dongsheng,2000434025.0,9.5,8.9,10.2,9.92,8.8
Bjarnólfur Guðbrandsson,2000193662.0,12.3,10.8,12.3,11.23,12.6
Mattia Montanino,2000189328.0,13.15,12.2,12.1,12.35,11.8
Liam Chipperfield,2000014487.0,12.7,11.55,12.85,12.35,12.1
Valentin Antov,22067326.0,14.75,12.35,14.1,12.04,14.6
Tommaso Milanese,43425493.0,13.9,13.3,14.0,13.54,13.65
Umberto Cambi,2000568672.0,10.95,8.15,9.3,8.23,10.7
Andrzej Długołęcki,2000506192.0,8.75,6.25,7.6,6.0,9.05
Antonello Raho,2000323423.0,10.7,11.5,9.7,11.69,11.1
Krzysztof Piątek,96054420.0,10.35,8.95,9.95,9.35,10.8
Marko Bulat,24057489.0,13.3,12.6,13.6,13.0,13.45
Santi Ramos Mingo,14219093.0,12.75,11.4,12.35,11.42,12.9
Edoardo Gasparello,2000568421.0,13.6,11.6,13.3,11.15,14.4
Marco Biagiotti,2000568677.0,10.8,9.55,9.7,10.04,10.05
Stefan Paracampo,2000568674.0,10.4,9.7,9.95,9.62,9.65
Shpend Berisha,2000565103.0,13.65,12.25,12.95,11.92,13.9
Moreno Živković,2000056839.0,13.75,11.35,12.45,11.08,12.4
Jhan Núñez,2000416532.0,9.55,10.3,9.7,10.96,9.2
Troy Parrott,28122837.0,11.75,11.45,11.65,11.96,11.05
Adrián Pérez,2000272935.0,13.05,13.05,13.65,13.5,12.55
Florian Lemmens,2000199446.0,11.85,10.9,11.35,11.15,11.15
Christos Tzolis,36152916.0,11.5,11.9,11.8,12.38,10.95
Edoardo Piana,2000023993.0,7.5,5.95,6.75,6.19,7.9
Rafał Biegański,2000511223.0,9.25,6.45,8.75,6.46,9.25
Simone De Girolamo,2000194919.0,9.75,7.2,7.6,6.65,8.25
Florent Sinani,2000186510.0,8.75,6.4,7.3,6.08,8.35
Leo Greiml,16191211.0,14.15,12.35,13.3,11.88,13.2
Luca Campanile,2000065615.0,12.45,10.65,11.8,10.46,11.9
Elisha Owusu,48036651.0,14.85,13.05,14.75,13.0,14.7
Joshua Zirkzee,37060922.0,11.0,10.8,11.3,11.54,10.65
Lorenzo Montipò,43124226.0,9.95,7.8,9.7,7.96,10.35
Bruno Méndez,78089395.0,13.8,12.8,13.2,12.46,14.0
Melvin Bard,49041157.0,13.0,12.6,12.9,12.77,13.05
